,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,score,Desempenho
368,1102,1103,Christophe H�relle,MTQ,DF,Brest,Ligue 1,30,1992,12,10,893,9.9,0,0.1,0.0,0.0,0.0,0.0,30.2,0.0,0.0,0.0,30.1,34.7,86.6,605.7,195.8,8.99,10.1,89.0,15.9,17.8,89.2,4.44,5.45,81.5,0.0,0.3,0.61,0.2,0.0,1.62,34.7,33.7,1.01,0.71,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.0,30.1,0.0,0.3,0.4,0.2,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.4,0.71,0.2,0.1,0.4,0.91,44.4,0.51,1.41,1.01,0.4,1.72,2.73,4.14,0.0,44.2,7.27,26.7,16.4,1.62,0.3,44.2,0.2,0.1,50.0,0.1,50.0,30.1,144.2,51.3,0.1,0.2,0.0,0.3,0.0,25.5,0.1,0.2,0.0,0.0,0.91,1.31,0.0,0.2,0.4,0.0,0.1,0.0,4.85,0.91,0.81,52.9,66.71999999999998,Mediano
587,1786,1787,Tanguy Nianzou,FRA,DF,Sevilla,La Liga,20,2002,13,11,910,10.1,1,0.4,0.1,25.0,0.25,1.0,11.1,0.0,0.0,0.0,45.6,51.3,89.0,803.0,265.1,17.3,18.8,92.1,25.5,26.9,94.9,2.38,4.26,55.8,0.0,0.0,4.16,0.0,0.0,3.86,51.3,49.7,1.49,1.29,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,45.6,0.1,0.4,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.89,0.69,0.4,0.1,0.59,0.79,75.0,0.2,0.69,0.4,0.3,0.89,2.08,2.57,0.3,58.5,4.75,24.6,32.3,1.78,0.59,58.5,0.5,0.4,80.0,0.1,20.0,36.6,159.4,93.0,0.2,0.3,0.0,0.2,0.3,42.9,0.0,0.1,0.1,0.0,0.5,0.69,0.0,0.0,0.89,0.0,0.0,0.0,4.46,1.68,0.89,65.4,66.60999999999997,Mediano
207,601,602,Achraf Dari,MAR,DF,Brest,Ligue 1,23,1999,12,10,901,10.0,1,0.4,0.2,50.0,0.25,0.5,15.4,0.0,0.0,0.0,40.2,49.1,81.9,918.7,309.2,8.0,9.7,82.5,23.5,25.8,91.1,8.1,12.3,65.9,0.0,0.1,2.2,0.0,0.0,3.0,49.1,47.0,1.9,1.9,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,40.2,0.2,0.3,0.5,0.3,0.1,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.1,0.0,1.2,0.9,0.9,0.3,0.0,0.8,1.1,72.7,0.3,1.0,0.6,0.4,1.3,2.5,3.7,0.2,58.6,8.1,31.7,26.1,1.2,0.9,58.6,0.0,0.0,0.0,0.0,0.0,40.9,210.5,87.9,0.2,0.1,0.0,0.3,0.3,36.3,0.1,0.1,0.0,0.0,0.8,1.0,0.1,0.0,0.9,0.1,0.1,0.0,5.1,1.9,1.6,54.3,65.99999999999999,Mediano
237,693,694,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21,2001,11,10,892,9.9,0,0.51,0.0,0.0,0.0,0.0,11.6,0.0,0.0,0.0,62.5,72.6,86.1,1148.3,405.9,22.3,25.1,89.1,32.8,36.6,89.8,5.56,8.48,65.5,0.0,0.1,5.86,0.2,0.0,6.36,72.6,69.2,3.43,2.42,0.0,0.1,0.1,1.01,0.0,0.0,0.0,0.0,62.5,0.0,0.71,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,1.11,1.41,0.81,0.0,1.41,1.82,77.8,0.4,0.91,0.51,0.4,2.63,4.85,3.13,0.1,84.2,5.15,34.1,45.6,4.75,0.61,84.2,0.4,0.1,25.0,0.1,25.0,61.3,296.1,153.6,0.3,1.11,0.0,1.21,0.1,58.0,0.1,0.0,0.1,0.0,1.11,0.71,0.0,0.1,1.11,0.0,0.0,0.0,4.24,3.43,1.72,66.7,65.74000000000001,Mediano
218,625,626,Thomas Delaine,FRA,DF,Strasbourg,Ligue 1,30,1992,12,8,709,7.9,0,0.38,0.25,66.7,0.0,0.0,19.5,0.0,0.0,0.0,32.7,49.0,66.7,508.4,182.4,15.8,19.5,81.2,14.3,20.6,69.3,1.39,5.19,26.8,0.13,0.63,1.52,1.39,1.01,1.77,49.0,40.5,8.48,0.13,0.13,0.0,5.82,8.35,0.0,0.0,0.0,0.0,32.7,0.0,2.15,1.77,1.52,0.0,0.13,0.0,0.0,0.13,0.38,0.38,0.0,0.0,0.0,0.0,0.0,1.9,1.01,1.27,0.25,0.38,1.01,1.77,57.1,0.76,0.89,0.25,0.63,0.63,2.53,0.76,0.0,57.5,2.28,11.8,24.4,21.9,2.03,57.5,2.15,0.89,41.2,1.01,47.1,38.1,234.3,103.0,3.04,2.15,1.01,1.65,0.13,35.6,9.24,0.25,0.0,0.0,1.65,1.27,0.0,5.82,1.01,0.0,0.25,0.0,4.18,0.89,0.89,50.0,65.71000000000001,Mediano
577,1740,1741,Aihen Mu�oz,ESP,DF,Real Sociedad,La Liga,25,1997,11,9,756,8.4,0,0.36,0.12,33.3,0.0,0.0,25.1,0.0,0.0,0.0,41.1,50.5,81.4,685.4,231.7,18.9,21.1,89.8,19.5,22.9,85.4,2.5,5.0,50.0,0.0,0.71,1.31,1.07,0.71,1.67,50.5,42.0,8.21,0.71,0.0,0.0,2.62,7.5,0.0,0.0,0.0,0.0,41.1,0.24,0.83,1.9,1.55,0.0,0.24,0.12,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,2.26,1.07,1.31,0.71,0.24,1.31,2.74,47.8,1.43,1.55,0.36,1.19,0.36,2.62,1.67,0.0,60.8,2.02,19.2,25.5,16.8,0.24,60.8,1.67,0.36,21.4,1.31,78.6,31.4,140.4,62.6,1.79,1.31,0.0,1.31,1.07,38.1,4.76,0.0,0.0,0.0,1.67,0.48,0.0,2.62,1.07,0.0,0.0,0.0,3.57,1.43,1.07,57.1,65.71,Mediano
284,832,833,Luiz Felipe,ITA,DF,Betis,La Liga,25,1997,11,10,772,8.6,0,0.23,0.12,50.0,0.0,0.0,10.8,0.0,0.0,0.0,40.5,47.2,85.7,734.8,289.0,15.9,17.2,92.6,18.7,20.5,91.5,4.88,7.21,67.7,0.0,0.12,1.51,0.0,0.0,2.21,47.2,45.2,1.74,1.63,0.0,0.58,0.0,0.12,0.0,0.0,0.0,0.0,40.5,0.23,0.81,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86,1.16,1.05,0.81,0.0,0.93,1.74,53.3,0.81,2.44,1.4,1.05,0.93,2.79,5.0,0.0,58.7,10.3,31.9,25.6,1.4,0.58,58.7,0.47,0.12,25.0,0.35,75.0,30.7,136.4,69.1,0.12,0.0,0.0,0.35,0.0,36.6,0.0,0.12,0.35,0.0,0.7,0.47,0.0,0.0,1.16,0.0,0.0,0.0,4.07,1.28,1.05,55.0,65.36,Mediano
278,821,822,Mamadou Fall,SEN,DF,Villarreal,La Liga,20,2002,1,0,30,0.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3,53.3,81.3,846.7,213.3,10.0,10.0,100.0,26.7,30.0,88.9,6.67,10.0,66.7,0.0,0.0,0.0,3.33,3.33,3.33,53.3,36.7,16.7,0.0,0.0,3.33,3.33,16.7,0.0,0.0,0.0,0.0,43.3,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0,3.33,0.0,73.3,6.67,26.7,33.3,13.3,0.0,73.3,3.33,0.0,0.0,3.33,100.0,33.3,130.0,53.3,0.0,0.0,0.0,3.33,0.0,26.7,0.0,0.0,0.0,0.0,3.33,0.0,0.0,3.33,0.0,0.0,0.0,0.0,13.3,0.0,0.0,0.0,65.26,Mediano
578,1743,1744,Jeison Murillo,COL,DF,Sampdoria,Serie A,30,1992,11,8,685,7.6,0,0.13,0.0,0.0,0.0,0.0,26.4,0.0,0.0,0.0,39.3,48.3,81.5,819.5,309.7,11.8,13.0,90.9,21.7,24.5,88.7,5.66,9.61,58.9,0.0,0.13,3.42,0.13,0.0,3.95,48.3,43.4,4.74,3.03,0.13,0.66,0.13,1.71,0.0,0.0,0.0,0.0,39.3,0.13,0.53,0.66,0.53,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,1.18,1.45,0.66,0.0,1.71,2.24,76.5,0.53,1.71,1.05,0.66,0.66,2.76,3.16,0.0,57.9,6.97,27.5,28.2,2.89,0.26,57.9,0.39,0.13,33.3,0.13,33.3,27.5,140.1,86.3,1.05,0.53,0.0,0.66,0.13,32.6,0.39,0.39,0.0,0.0,1.18,1.71,0.0,0.13,1.18,0.0,0.0,0.13,5.79,3.29,2.11,61.0,65.25,Mediano
395,1182,1183,Paul Jaeckel,GER,DF,Union Berlin,Bundesliga,24,1998,12,9,890,9.9,1,0.2,0.2,100.0,0.5,0.5,11.3,0.0,0.0,0.0,36.2,44.8,80.6,703.4,265.8,12.4,13.5,91.8,19.5,21.5,90.6,3.74,8.38,44.6,0.0,0.0,3.43,0.3,0.1,2.42,44.8,43.1,1.72,1.01,0.0,0.2,0.2,0.71,0.0,0.0,0.0,0.0,36.2,0.0,0.71,0.91,0.61,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.31,0.71,1.11,0.0,1.31,2.42,54.2,1.11,0.81,0.3,0.51,1.31,3.13,3.33,0.1,54.2,4.04,26.3,25.9,2.53,0.4,54.2,0.4,0.2,50.0,0.2,50.0,30.4,136.3,72.0,0.51,0.0,0.0,0.4,0.1,33.2,0.4,0.1,0.0,0.0,1.21,0.2,0.0,0.2,1.31,0.0,0.0,0.0,5.05,1.31,1.62,44.8,65.13999999999999,Mediano
828,2581,2582,Kyle Walker,ENG,DF,Manchester City,Premier League,32,1990,11,10,793,8.8,0,0.34,0.11,33.3,0.0,0.0,24.7,0.0,0.0,0.0,84.9,96.9,87.6,1456.0,409.0,38.9,41.9,92.7,37.5,41.5,90.4,7.5,11.2,66.7,0.0,0.45,10.5,0.23,0.11,9.32,96.9,90.6,6.25,1.36,0.0,1.02,1.36,4.89,0.0,0.0,0.0,0.0,84.9,0.11,0.34,1.48,1.48,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.34,0.23,0.23,0.11,0.0,0.11,0.91,12.5,0.8,0.34,0.11,0.23,0.57,0.91,0.57,0.0,100.3,2.16,20.0,64.2,16.6,0.68,100.3,0.57,0.45,80.0,0.11,20.0,58.2,281.3,159.8,2.5,1.7,0.0,0.34,0.23,80.7,2.16,0.11,0.0,0.0,0.45,0.45,0.0,1.36,0.23,0.0,0.0,0.0,5.45,1.36,0.34,80.0,65.08,Mediano
620,1912,1913,Gabriel Paulista,BRA,DF,Valencia,La Liga,32,1990,12,9,740,8.2,1,1.34,0.12,9.1,0.09,1.0,17.2,0.0,0.0,0.0,50.0,57.3,87.2,996.7,414.5,17.2,18.7,92.2,25.1,27.6,91.2,7.07,9.88,71.6,0.0,0.49,4.76,0.49,0.0,5.12,57.3,52.2,5.0,2.44,0.0,0.98,0.0,0.12,0.0,0.0,0.0,0.0,50.0,0.12,0.37,0.61,0.49,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.61,0.85,0.24,0.0,0.85,1.34,63.6,0.49,1.71,1.22,0.49,1.34,2.44,5.0,0.24,69.8,12.7,36.1,30.9,3.17,1.83,69.8,0.0,0.0,0.0,0.0,0.0,35.6,219.8,164.6,0.85,0.73,0.0,0.37,0.12,41.3,0.0,0.12,0.12,0.0,0.85,0.85,0.0,0.0,0.61,0.0,0.12,0.0,4.76,3.05,1.34,69.4,64.76,Mediano
420,1268,1269,Rick Karsdorp,NED,DF,Roma,Serie A,28,1995,9,7,547,6.1,0,0.16,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,35.9,46.1,77.9,645.4,189.5,15.2,17.0,89.4,16.9,19.8,85.1,3.61,6.72,53.7,0.0,0.82,1.48,1.15,0.16,2.62,46.1,37.0,8.85,0.16,0.33,0.16,1.97,8.69,0.0,0.0,0.0,0.0,35.9,0.16,0.98,2.13,1.64,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95,1.8,1.64,0.98,0.33,1.97,2.46,80.0,0.49,0.0,0.0,0.0,0.98,3.93,2.13,0.16,54.8,4.1,20.0,22.5,13.0,0.98,54.8,0.98,0.0,0.0,0.82,83.3,27.9,127.9,59.7,1.8,0.82,0.33,1.64,0.49,31.1,4.1,0.0,0.0,0.0,0.33,0.0,0.16,1.97,1.8,0.0,0.0,0.0,5.74,0.66,0.16,80.0,64.64,Mediano
155,477,478,El Chadaille Bitshiabu,FRA,DF,Paris S-G,Ligue 1,17,2005,5,2,213,2.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6,80.0,93.2,1305.0,439.2,30.4,31.7,96.1,36.3,39.2,92.6,5.42,6.67,81.3,0.0,0.0,2.92,0.0,0.0,3.33,80.0,77.1,2.92,0.42,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,74.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,1.67,2.08,0.42,0.42,0.42,1.67,25.0,1.25,2.08,1.25,0.83,2.08,5.0,1.67,0.42,90.8,8.75,37.5,50.4,3.75,0.42,90.8,0.0,0.0,0.0,0.0,0.0,71.7,290.8,84.2,0.0,0.42,0.0,0.83,0.83,63.3,0.42,0.42,0.0,0.0,0.42,0.0,0.0,0.0,1.67,0.0,0.0,0.0,11.3,0.83,0.42,66.7,64.53,Mediano
271,799,800,Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,13,10,842,9.4,0,0.64,0.32,50.0,0.0,0.0,10.1,0.0,0.0,0.0,52.2,59.4,88.0,962.8,381.7,19.0,21.3,89.5,29.0,31.3,92.9,3.72,6.06,61.4,0.11,0.11,1.7,0.0,0.0,2.02,59.4,57.4,1.7,1.38,0.0,0.32,0.0,0.11,0.0,0.0,0.0,0.0,52.2,0.21,0.0,0.64,0.43,0.0,0.0,0.21,0.0,0.0,0.21,0.11,0.0,0.0,0.11,0.0,0.0,0.43,0.0,0.11,0.32,0.0,0.21,0.43,50.0,0.21,1.28,0.74,0.53,0.53,0.96,4.36,0.21,68.1,11.4,36.2,30.6,1.91,0.96,68.1,0.32,0.21,66.7,0.11,33.3,38.8,217.8,122.7,0.43,0.21,0.0,0.32,0.43,45.2,0.21,0.32,0.0,0.0,0.74,0.64,0.0,0.0,0.0,0.0,0.11,0.0,4.89,3.83,1.28,75.0,64.22000000000001,Mediano
831,2584,2585,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,Premier League,25,1997,8,7,609,6.8,0,0.15,0.0,0.0,0.0,0.0,25.9,0.0,0.0,0.0,39.7,48.4,82.1,546.8,193.2,27.2,29.3,93.0,9.71,12.9,75.0,1.76,2.65,66.7,0.0,0.88,3.24,0.44,0.29,2.94,48.4,40.9,7.35,0.44,0.0,0.29,1.32,6.91,0.0,0.0,0.0,0.0,39.7,0.15,1.18,1.76,1.76,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,2.65,1.91,1.91,0.74,0.0,1.47,1.62,90.9,0.15,1.03,0.15,0.88,1.91,4.56,2.65,0.0,59.4,3.97,18.7,24.3,16.8,1.91,59.4,1.62,0.74,45.5,0.88,54.5,29.7,154.4,82.8,2.35,1.47,0.29,1.18,0.74,32.9,3.38,0.0,0.0,0.0,0.59,0.15,0.0,1.32,1.91,0.0,0.0,0.0,5.15,0.74,1.03,41.7,64.12,Mediano
542,1631,1632,Houboulang Mendes,FRA,DF,Almer�a,La Liga,24,1998,11,8,694,7.7,0,0.13,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,24.5,34.7,70.8,372.3,159.7,13.9,15.3,90.7,8.31,12.5,66.7,1.69,5.06,33.3,0.13,0.52,1.43,0.52,0.26,1.82,34.7,25.1,9.48,0.39,0.0,0.0,2.99,9.09,0.0,0.0,0.0,0.0,24.5,0.13,0.78,1.17,0.78,0.26,0.13,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,1.69,1.04,1.56,0.13,0.0,0.91,2.08,43.8,1.17,1.04,0.13,0.91,0.52,2.21,2.34,0.0,44.7,2.99,17.0,18.6,9.61,0.13,44.7,1.95,0.65,33.3,1.04,53.3,20.8,124.9,68.2,1.69,1.04,0.13,1.56,0.91,23.6,2.86,0.13,0.0,0.0,1.04,0.39,0.0,2.99,1.04,0.0,0.13,0.0,3.64,0.13,0.13,50.0,64.11999999999999,Mediano
770,2416,2417,Aleksa Terzi?,SRB,DF,Fiorentina,Serie A,23,1999,11,2,329,3.7,0,1.35,0.27,20.0,0.0,0.0,24.5,0.0,0.0,0.0,69.2,83.2,83.1,1297.6,389.5,26.2,28.1,93.3,33.2,39.2,84.8,7.57,11.9,63.6,0.0,2.97,4.59,3.51,2.97,5.68,83.2,68.6,14.3,1.35,0.0,0.0,8.11,11.9,1.08,0.0,0.81,0.0,69.2,0.27,1.62,5.14,3.51,1.08,0.27,0.27,0.0,0.0,0.54,0.0,0.27,0.0,0.27,0.0,0.0,2.16,1.08,1.35,0.54,0.27,1.35,2.16,62.5,0.81,1.89,0.81,1.08,1.08,3.24,1.35,0.0,94.9,2.7,23.5,41.1,30.8,0.81,94.9,2.43,1.35,55.6,0.81,33.3,60.8,378.1,226.5,4.32,3.51,0.27,2.43,1.08,63.0,7.3,0.0,0.0,0.0,0.0,1.08,0.54,8.11,1.08,0.0,0.0,0.0,4.59,0.54,1.35,28.6,64.09,Mediano
854,2660,2661,Akim Zedadka,ALG,DF,Auxerre,Ligue 1,27,1995,6,6,495,5.5,0,0.18,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,38.0,49.5,76.8,612.2,237.1,18.9,21.5,88.1,16.0,20.2,79.3,2.18,5.27,41.4,0.0,0.91,2.36,1.09,0.73,3.82,49.5,35.6,13.6,1.82,0.18,0.0,3.09,11.8,0.0,0.0,0.0,0.0,38.0,0.18,1.64,1.82,1.09,0.36,0.18,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,1.82,1.64,0.55,0.18,1.09,1.45,75.0,0.36,1.09,0.18,0.91,1.82,4.18,2.55,0.18,60.2,3.64,18.9,29.3,12.4,1.09,60.2,2.0,1.09,54.5,0.55,27.3,36.7,208.5,79.3,0.91,0.91,0.18,0.73,1.09,30.9,4.18,0.0,0.0,0.0,1.45,2.73,0.0,3.09,1.82,0.0,0.18,0.0,6.36,1.64,1.45,52.9,63.98,Mediano
481,1438,1439,Pol Lirola,ESP,DF,Elche,La Liga,25,1997,8,7,548,6.1,1,0.16,0.16,100.0,1.0,1.0,10.5,0.0,0.0,0.0,33.8,46.9,72.0,541.3,189.5,18.4,21.5,85.5,11.5,15.6,73.7,2.3,5.74,40.0,0.0,0.98,1.64,0.49,0.33,3.11,46.9,38.2,8.69,0.66,0.0,0.49,4.75,8.03,0.0,0.0,0.0,0.0,33.8,0.0,1.64,2.95,2.79,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.98,1.31,0.49,0.16,1.15,1.64,70.0,0.49,0.16,0.0,0.16,0.98,2.95,1.97,0.0,56.4,2.62,16.2,23.4,17.5,1.15,56.4,2.62,0.98,37.5,1.48,56.3,31.6,187.5,109.5,3.11,2.79,0.16,1.31,0.82,30.5,4.75,0.16,0.0,0.0,0.49,0.49,0.0,4.75,0.98,0.0,0.0,0.0,6.56,1.31,0.98,57.1,63.94999999999999,Mediano
374,1114,1115,Aaron Hickey,SCO,DF,Brentford,Premier League,20,2002,10,9,739,8.2,0,0.49,0.12,25.0,0.0,0.0,21.0,0.0,0.0,0.0,31.2,38.5,81.0,452.9,134.3,19.1,21.2,90.2,10.1,12.3,82.2,1.22,3.05,40.0,0.0,0.12,3.05,0.61,0.12,3.9,38.5,34.4,4.15,0.73,0.0,0.12,1.59,3.41,0.0,0.0,0.0,0.0,31.2,0.0,0.85,0.85,0.61,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,1.71,1.34,0.98,0.0,0.98,1.95,50.0,0.98,1.22,0.49,0.73,1.34,3.66,1.34,0.0,49.3,2.68,12.9,25.9,11.0,1.1,49.3,3.05,0.85,28.0,1.34,44.0,30.2,160.6,98.7,2.68,0.85,0.0,0.85,0.49,30.7,3.05,0.49,0.0,0.0,0.85,2.07,0.0,1.59,1.71,0.0,0.0,0.0,4.39,0.49,0.73,40.0,63.60999999999999,Mediano
492,1477,1478,Jos� Luis Palomino,ARG,DF,Atalanta,Serie A,33,1990,6,5,392,4.4,1,0.68,0.45,66.7,0.33,0.5,10.6,0.0,0.0,0.0,48.9,60.7,80.5,899.5,350.5,18.0,21.4,84.0,25.9,29.3,88.4,4.77,7.73,61.8,0.0,0.45,2.27,0.45,0.23,3.41,60.7,56.4,4.32,2.95,0.0,0.0,0.45,1.36,0.0,0.0,0.0,0.0,48.9,0.0,0.91,0.91,0.68,0.0,0.23,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,2.05,0.68,1.82,0.23,0.0,1.14,1.59,71.4,0.45,0.68,0.45,0.23,3.86,5.91,2.95,0.0,72.0,7.05,31.4,37.5,3.64,1.14,72.0,0.45,0.45,100.0,0.0,0.0,35.2,153.4,68.6,0.45,0.0,0.23,0.45,0.23,40.2,0.45,0.0,0.0,0.0,0.91,0.91,0.0,0.45,0.68,0.0,0.0,0.23,8.86,2.95,2.05,59.1,63.21,Mediano
789,2468,2469,Charles Traore,MLI,DF,Nantes,Ligue 1,31,1992,7,3,228,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,50.4,77.8,706.0,320.4,14.8,17.2,86.0,17.2,21.6,79.6,4.4,7.2,61.1,0.0,0.8,3.2,0.8,0.4,2.0,50.4,34.4,16.0,1.2,0.0,0.0,1.6,14.8,0.0,0.0,0.0,0.0,39.2,0.0,2.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.8,1.2,0.0,0.0,1.2,1.6,75.0,0.4,2.8,0.4,2.4,1.6,2.8,2.0,0.0,61.6,5.6,20.4,30.0,11.2,0.4,61.6,0.8,0.0,0.0,0.0,0.0,30.8,139.2,57.6,0.8,0.8,0.0,0.8,0.0,25.6,1.6,0.8,0.0,0.0,1.6,2.8,0.0,1.6,0.8,0.0,0.0,0.0,5.6,1.2,1.2,50.0,63.2,Mediano
778,2438,2439,Harry Toffolo,ENG,DF,Nott'ham Forest,Premier League,27,1995,10,6,613,6.8,0,0.44,0.0,0.0,0.0,0.0,18.1,0.0,0.0,0.0,26.3,39.6,66.5,414.4,189.9,14.9,17.4,85.6,10.1,15.0,67.6,1.03,4.71,21.9,0.0,0.59,1.47,1.03,0.59,3.09,39.6,32.2,7.35,0.29,0.0,0.0,3.24,6.76,0.29,0.29,0.0,0.0,26.3,0.0,1.47,2.5,1.76,0.44,0.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,0.88,0.88,0.29,0.29,0.59,1.03,57.1,0.44,1.18,0.44,0.74,0.88,2.35,3.24,0.0,50.0,4.56,15.9,17.2,17.6,1.18,50.0,1.18,0.44,37.5,0.59,50.0,20.7,81.3,37.1,1.03,0.59,0.44,1.32,0.74,25.0,4.71,0.0,0.0,0.0,0.44,0.59,0.0,3.24,0.88,0.0,0.15,0.0,5.44,1.62,1.18,57.9,63.18,Mediano
182,539,540,Diego Coppola,ITA,DF,Hellas Verona,Serie A,19,2003,8,7,619,6.9,0,0.43,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,33.0,45.7,72.4,617.4,284.1,12.3,14.9,82.5,17.5,22.0,79.6,2.75,6.81,40.4,0.0,0.0,2.9,0.43,0.14,3.62,45.7,39.1,6.09,0.43,0.0,0.14,0.29,5.65,0.0,0.0,0.0,0.0,33.0,0.43,0.43,1.01,0.72,0.14,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03,1.16,0.87,1.16,0.0,0.87,1.74,50.0,0.87,1.88,0.58,1.3,1.01,3.04,3.04,0.0,56.2,5.22,25.2,25.4,6.23,0.58,56.2,0.43,0.14,33.3,0.29,66.7,25.2,121.4,57.2,0.87,1.01,0.14,0.43,0.14,26.5,1.16,0.43,0.0,0.0,1.01,0.0,0.0,0.29,1.16,0.0,0.14,0.0,5.94,2.17,2.61,45.5,63.17999999999999,Mediano
392,1174,1175,Ko Itakura,JPN,DF,M'Gladbach,Bundesliga,26,1997,10,9,775,8.6,0,0.7,0.47,66.7,0.0,0.0,16.9,0.0,0.0,0.0,67.3,74.2,90.8,1209.0,430.8,25.0,25.9,96.4,37.8,40.6,93.1,4.19,6.51,64.3,0.23,0.35,3.6,0.47,0.0,3.14,74.2,71.6,2.44,2.21,0.0,0.12,0.12,0.23,0.0,0.0,0.0,0.0,67.3,0.12,0.23,1.16,0.81,0.0,0.0,0.23,0.12,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.81,0.35,0.47,0.35,0.0,0.35,1.16,30.0,0.81,2.21,1.51,0.7,1.51,2.33,3.95,0.0,84.2,10.2,39.1,42.1,3.49,0.81,84.2,0.35,0.23,66.7,0.0,0.0,58.5,299.7,176.7,1.28,1.28,0.0,0.58,0.0,62.0,0.12,0.0,0.12,0.0,0.58,0.93,0.0,0.12,0.35,0.0,0.0,0.0,4.77,2.33,1.51,60.6,63.12000000000002,Mediano
