,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,GPJ,score,Desempenho
263,1057,1058,Erling Haaland,NOR,FW,Manchester City,Premier League,22,2000,20,19,1636,18.2,25,3.85,1.98,51.4,0.3,0.58,12.6,0.0,0.22,0.22,11.7,15.9,73.7,147.5,28.8,6.76,8.46,79.9,3.57,4.67,76.5,0.27,0.33,83.3,0.16,0.93,0.49,0.77,0.0,1.87,15.9,13.6,2.09,0.0,0.11,0.0,0.27,0.11,0.0,0.0,0.0,0.0,11.7,0.22,0.49,2.03,1.43,0.0,0.11,0.22,0.22,0.05,0.38,0.33,0.0,0.0,0.0,0.05,0.0,0.11,0.05,0.0,0.05,0.05,0.0,0.05,0.0,0.05,0.38,0.11,0.27,0.11,0.22,0.55,0.0,24.2,0.6,1.43,9.56,13.2,7.53,24.0,0.77,0.27,35.7,0.44,57.1,12.6,55.7,20.5,1.04,0.27,0.93,1.43,0.99,18.1,5.05,0.16,0.0,0.0,0.82,0.82,0.27,0.27,0.05,0.05,0.0,0.0,1.1,1.37,1.26,52.1,1.25,464.85400000000004,Excelente
326,1260,1261,Harry Kane,ENG,FW,Tottenham,Premier League,29,1993,23,23,2055,22.8,17,3.55,1.58,44.4,0.19,0.42,15.5,0.09,0.09,0.13,16.3,23.5,69.4,302.2,109.8,7.59,9.65,78.6,5.75,7.41,77.5,2.41,3.9,61.8,0.04,1.71,2.37,1.32,0.18,4.87,23.5,21.2,2.06,0.44,0.35,0.48,1.1,0.83,0.0,0.0,0.0,0.0,16.3,0.22,1.1,3.68,2.5,0.09,0.31,0.35,0.31,0.13,0.39,0.26,0.0,0.0,0.09,0.04,0.0,0.31,0.26,0.0,0.09,0.22,0.13,0.31,42.9,0.18,0.75,0.22,0.53,0.04,0.35,0.48,0.0,33.9,0.75,2.46,16.1,15.9,4.78,33.8,2.72,0.92,33.9,1.45,53.2,21.1,116.0,47.3,1.67,1.36,0.57,1.67,1.84,26.8,5.48,0.18,0.0,0.0,0.83,1.4,0.48,1.1,0.26,0.04,0.0,0.0,2.15,1.75,2.02,46.5,0.7391304347826086,360.2339999999999,Excelente
481,1858,1859,Victor Osimhen,NGA,FW,Napoli,Serie A,24,1998,17,16,1401,15.6,16,4.42,1.79,40.6,0.23,0.57,11.7,0.0,0.0,0.0,9.17,12.9,71.1,123.4,18.5,5.45,6.6,82.5,2.44,3.46,70.4,0.38,0.58,66.7,0.19,1.15,0.71,0.32,0.0,0.83,12.9,12.4,0.51,0.0,0.06,0.13,0.32,0.13,0.0,0.0,0.0,0.0,9.17,0.0,0.83,2.37,1.73,0.0,0.13,0.26,0.26,0.0,0.38,0.26,0.0,0.0,0.06,0.06,0.0,0.19,0.06,0.0,0.06,0.13,0.0,0.26,0.0,0.26,0.26,0.06,0.19,0.13,0.32,0.96,0.0,26.2,1.03,1.47,8.27,17.0,7.76,26.2,2.37,0.58,24.3,1.15,48.6,15.6,92.0,30.2,1.47,0.64,0.96,3.33,1.73,19.9,6.28,0.13,0.0,0.0,1.67,1.41,1.03,0.32,0.06,0.06,0.06,0.0,1.54,2.12,2.18,49.3,0.9411764705882353,308.60299999999995,Excelente
65,252,253,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,32,1990,19,16,1135,12.6,14,2.46,1.59,64.5,0.32,0.5,15.7,0.08,0.32,0.4,20.7,27.1,76.3,274.9,57.2,12.1,14.5,83.6,6.03,8.02,75.2,0.71,1.59,45.0,0.24,1.03,1.59,1.35,0.0,3.33,27.1,25.4,1.67,0.0,0.08,0.0,0.71,0.0,0.0,0.0,0.0,0.0,20.7,0.08,0.71,2.46,1.75,0.0,0.16,0.24,0.16,0.16,0.56,0.32,0.0,0.0,0.16,0.0,0.08,0.63,0.32,0.16,0.08,0.4,0.16,0.71,22.2,0.56,0.87,0.0,0.87,0.24,0.87,0.0,0.0,35.8,0.0,1.27,14.8,20.0,6.35,35.4,2.54,1.27,50.0,1.11,43.8,27.7,156.6,70.0,2.86,1.75,1.43,1.59,1.43,27.5,8.33,0.08,0.0,0.0,0.71,0.79,0.71,0.71,0.32,0.08,0.0,0.0,2.62,0.63,1.19,34.8,0.7368421052631579,303.16349999999994,Excelente
628,2451,2452,Ivan Toney,ENG,FW,Brentford,Premier League,26,1996,20,20,1789,19.9,14,2.76,1.01,36.4,0.18,0.5,14.5,0.25,0.2,0.2,14.6,24.9,58.7,183.6,61.6,9.2,13.5,68.0,3.32,5.98,55.5,0.65,1.31,50.0,0.15,0.95,1.71,0.9,0.2,2.36,24.9,24.0,0.85,0.15,0.35,0.05,0.85,0.2,0.05,0.0,0.0,0.0,14.6,0.05,0.75,2.11,1.21,0.1,0.15,0.15,0.5,0.0,0.3,0.1,0.0,0.05,0.0,0.15,0.0,0.8,0.5,0.15,0.3,0.35,0.3,0.65,46.2,0.35,0.85,0.3,0.55,0.45,1.26,1.06,0.0,39.0,1.51,4.17,16.7,18.2,4.92,38.8,1.51,0.4,26.7,0.9,60.0,19.3,76.0,20.6,0.25,0.6,0.2,3.27,1.31,28.0,4.82,0.4,0.0,0.0,1.76,2.31,0.85,0.85,0.5,0.15,0.0,0.0,2.96,3.47,3.72,48.3,0.7,302.30100000000004,Excelente
355,1358,1359,Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,31,1991,22,22,1923,21.4,13,2.85,1.4,49.2,0.15,0.3,14.9,0.19,0.19,0.19,20.3,29.0,70.0,292.1,82.2,10.8,13.8,78.0,6.36,8.69,73.1,1.26,2.38,52.9,0.19,1.59,1.92,1.36,0.05,3.6,29.0,27.1,1.5,0.33,0.28,0.14,1.45,0.05,0.23,0.05,0.19,0.0,20.3,0.42,1.03,3.64,2.71,0.05,0.28,0.23,0.33,0.05,0.33,0.28,0.0,0.0,0.0,0.05,0.0,1.5,0.84,0.33,0.51,0.65,0.37,1.07,34.8,0.7,0.7,0.0,0.7,0.61,2.1,0.19,0.0,39.7,0.42,2.71,15.1,22.2,6.07,39.5,2.24,1.12,50.0,0.84,37.5,30.1,133.4,43.7,1.17,0.89,0.51,1.96,1.68,29.3,7.15,0.09,0.0,0.0,2.01,1.59,0.33,1.45,0.84,0.05,0.0,0.0,2.76,0.93,1.12,45.5,0.5909090909090909,301.53700000000003,Excelente
44,184,185,Folarin Balogun,ENG,FW,Reims,Ligue 1,21,2001,21,18,1591,17.7,14,3.33,1.58,47.5,0.17,0.36,15.2,0.06,0.23,0.23,10.5,16.1,65.3,146.9,34.1,6.21,7.97,78.0,3.22,4.97,64.8,0.4,0.96,41.2,0.06,0.85,0.85,0.62,0.0,1.98,16.1,14.7,1.24,0.0,0.17,0.0,0.68,0.0,0.0,0.0,0.0,0.0,10.5,0.17,0.62,2.15,1.3,0.0,0.45,0.23,0.17,0.0,0.34,0.11,0.0,0.11,0.0,0.11,0.0,0.28,0.11,0.0,0.17,0.11,0.06,0.51,11.1,0.45,0.9,0.06,0.85,0.06,0.34,0.62,0.0,28.6,0.62,2.71,11.2,15.0,5.88,28.4,2.94,1.02,34.6,1.58,53.8,21.2,134.4,52.4,1.92,0.62,1.36,2.82,2.6,21.0,8.31,0.17,0.0,0.0,0.9,1.92,0.96,0.68,0.11,0.11,0.0,0.0,2.94,0.51,2.03,20.0,0.6666666666666666,301.0195,Excelente
409,1609,1610,Kylian Mbapp�,FRA,FW,Paris S-G,Ligue 1,24,1998,19,17,1468,16.3,13,4.42,2.21,50.0,0.15,0.31,16.2,0.0,0.12,0.25,33.6,42.0,79.9,436.0,100.6,20.7,24.7,83.8,8.9,11.1,80.1,1.04,1.96,53.1,0.12,1.84,2.33,2.58,0.37,4.11,42.0,40.1,1.78,0.0,0.18,0.0,1.9,0.25,0.74,0.12,0.0,0.0,33.6,0.12,0.61,4.11,3.01,0.12,0.37,0.43,0.18,0.0,0.49,0.31,0.0,0.0,0.06,0.12,0.0,0.31,0.12,0.0,0.12,0.18,0.06,0.37,16.7,0.31,0.18,0.0,0.18,0.18,0.49,0.18,0.0,55.8,0.25,1.29,17.9,37.4,10.8,55.6,6.63,2.09,31.5,3.93,59.3,49.6,323.4,153.4,6.01,4.17,3.25,2.21,1.35,49.0,15.6,0.18,0.0,0.0,0.55,1.17,1.17,1.9,0.12,0.06,0.0,0.0,1.72,0.37,0.31,54.5,0.6842105263157895,292.3915,Excelente
376,1455,1456,Ademola Lookman,NGA,FWMF,Atalanta,Serie A,25,1997,21,16,1299,14.4,12,2.64,1.04,39.5,0.24,0.6,16.0,0.07,0.21,0.21,25.4,33.4,76.1,359.8,108.2,13.9,16.5,84.4,7.92,10.3,77.0,1.46,2.57,56.8,0.28,2.08,1.6,1.74,0.28,4.17,33.4,30.7,2.71,0.42,0.35,0.14,2.29,0.56,1.11,0.14,0.49,0.0,25.4,0.0,1.11,4.65,3.19,0.42,0.35,0.35,0.35,0.0,0.69,0.42,0.0,0.07,0.14,0.07,0.0,0.56,0.21,0.14,0.28,0.14,0.14,0.56,25.0,0.42,0.9,0.0,0.9,0.21,0.76,0.0,0.0,44.5,0.07,3.06,18.6,23.4,6.25,44.3,3.33,1.53,45.8,1.39,41.7,29.2,175.6,93.3,3.82,1.32,1.74,2.43,2.71,34.4,9.58,0.14,0.0,0.0,0.9,1.88,0.63,2.29,0.21,0.07,0.0,0.0,4.86,0.21,0.63,25.0,0.5714285714285714,283.7195,Excelente
220,899,900,Niclas F�llkrug,GER,FW,Werder Bremen,Bundesliga,30,1993,19,19,1667,18.5,13,3.03,1.19,39.3,0.16,0.41,16.6,0.0,0.22,0.22,19.5,32.1,60.8,311.9,76.4,10.8,15.0,71.9,5.46,9.35,58.4,2.22,3.51,63.1,0.16,1.35,1.95,1.08,0.05,3.46,32.1,31.5,0.49,0.0,0.22,0.65,0.81,0.0,0.0,0.0,0.0,0.0,19.5,0.16,1.51,2.49,1.95,0.0,0.0,0.27,0.27,0.0,0.32,0.27,0.0,0.0,0.05,0.0,0.0,0.38,0.22,0.0,0.27,0.11,0.11,0.38,28.6,0.27,0.54,0.22,0.32,0.0,0.38,1.14,0.0,43.8,1.46,3.14,21.9,19.2,4.7,43.6,1.78,0.81,45.5,0.81,45.5,24.2,106.4,42.2,1.41,1.3,0.81,2.7,2.0,34.8,6.32,0.22,0.0,0.0,1.14,1.62,0.92,0.81,0.22,0.0,0.0,0.0,3.35,5.14,3.68,58.3,0.6842105263157895,283.26000000000005,Excelente
371,1426,1427,Robert Lewandowski,POL,FW,Barcelona,La Liga,34,1988,17,16,1334,14.8,14,4.32,2.23,51.6,0.22,0.42,12.8,0.14,0.0,0.07,19.3,25.3,76.5,269.1,53.4,11.6,13.7,84.7,5.61,7.23,77.6,0.88,1.28,68.4,0.27,1.15,1.69,1.28,0.14,3.24,25.3,24.5,0.34,0.07,0.27,0.2,0.68,0.0,0.0,0.0,0.0,0.0,19.3,0.41,0.81,3.45,2.5,0.07,0.14,0.61,0.14,0.0,0.54,0.27,0.0,0.0,0.27,0.0,0.0,0.54,0.34,0.0,0.2,0.34,0.34,0.61,55.6,0.27,0.68,0.0,0.68,0.07,0.61,0.27,0.0,37.2,0.27,1.08,13.8,22.6,6.69,37.1,1.96,1.01,51.7,0.95,48.3,24.9,122.6,43.4,1.22,1.22,0.54,3.11,1.28,31.8,7.64,0.14,0.07,0.07,1.55,1.42,0.54,0.68,0.34,0.0,0.0,0.0,1.82,1.49,1.42,51.2,0.8235294117647058,283.148,Excelente
200,788,789,Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,23,17,1542,17.1,12,1.99,0.99,50.0,0.35,0.71,11.0,0.0,0.0,0.06,14.4,21.1,68.6,208.0,51.3,7.78,10.4,74.7,4.33,6.14,70.5,1.05,1.29,81.8,0.12,1.46,1.35,0.88,0.0,2.4,21.1,19.9,0.76,0.06,0.18,0.12,0.06,0.06,0.0,0.0,0.0,0.0,14.4,0.35,0.99,3.16,2.11,0.0,0.29,0.35,0.35,0.06,0.47,0.23,0.0,0.06,0.12,0.06,0.0,0.76,0.47,0.12,0.29,0.35,0.29,0.53,55.6,0.23,0.58,0.06,0.53,0.29,1.05,0.7,0.0,33.5,0.99,2.05,14.7,17.4,4.56,33.5,3.45,1.64,47.5,1.58,45.8,24.7,131.2,39.1,0.99,1.35,0.58,3.27,2.22,26.1,7.25,0.12,0.0,0.0,2.28,2.46,0.58,0.06,0.47,0.12,0.06,0.0,2.87,1.58,2.05,43.5,0.5217391304347826,283.0555,Excelente
143,605,606,Jonathan David,CAN,FW,Lille,Ligue 1,23,2000,21,20,1759,19.5,12,3.13,1.38,44.3,0.16,0.37,14.9,0.0,0.1,0.15,20.0,24.4,82.1,271.3,64.2,12.2,14.2,86.2,5.64,6.77,83.3,0.77,0.82,93.8,0.21,1.49,1.59,0.72,0.1,2.21,24.4,22.5,1.74,0.05,0.21,0.05,0.21,0.1,0.0,0.0,0.0,0.0,20.0,0.15,1.03,3.13,2.31,0.0,0.15,0.31,0.26,0.1,0.46,0.31,0.0,0.0,0.05,0.1,0.0,0.72,0.51,0.1,0.36,0.26,0.31,0.62,50.0,0.31,0.67,0.1,0.56,0.26,0.97,0.62,0.0,34.9,0.87,2.62,15.6,17.1,6.31,34.8,2.21,0.82,37.2,1.08,48.8,26.9,136.0,53.7,1.85,1.33,1.23,2.72,1.38,26.2,7.9,0.15,0.0,0.0,0.87,1.69,0.62,0.21,0.51,0.0,0.0,0.0,2.51,0.31,1.74,15.0,0.5714285714285714,273.804,Excelente
250,1012,1013,Vincenzo Grifo,ITA,FWMF,Freiburg,Bundesliga,29,1993,19,16,1289,14.3,11,2.17,0.91,41.9,0.16,0.38,22.9,0.56,0.42,0.49,38.7,52.2,74.1,682.8,201.5,17.9,21.0,85.3,15.1,18.3,82.4,4.48,9.86,45.4,0.21,2.45,3.29,2.38,0.21,5.73,52.2,45.5,6.22,2.38,0.35,0.63,4.9,0.84,2.52,1.68,0.35,0.0,38.7,0.42,0.98,5.45,3.64,1.12,0.07,0.49,0.07,0.07,0.63,0.14,0.28,0.0,0.14,0.07,0.0,0.49,0.21,0.14,0.28,0.07,0.14,0.84,16.7,0.7,0.21,0.0,0.21,0.56,1.05,0.63,0.0,60.6,1.12,6.99,29.3,25.0,2.38,60.1,2.38,1.47,61.8,0.63,26.5,35.7,204.3,100.6,2.73,1.82,0.7,1.4,0.91,42.0,5.17,0.07,0.0,0.0,0.21,1.19,0.07,4.9,0.21,0.07,0.0,0.0,4.9,0.42,0.56,42.9,0.5789473684210527,273.514,Excelente
402,1575,1576,Lautaro Mart�nez,ARG,FW,Inter,Serie A,25,1997,21,19,1675,18.6,12,3.92,1.51,38.4,0.15,0.39,14.8,0.0,0.05,0.05,16.6,23.0,72.4,258.9,59.8,8.44,11.3,74.8,5.7,7.15,79.7,1.24,1.61,76.7,0.16,1.56,1.24,0.75,0.0,2.8,23.0,21.1,1.83,0.05,0.22,0.32,0.38,0.11,0.0,0.0,0.0,0.0,16.6,0.05,0.7,3.12,2.26,0.05,0.16,0.27,0.32,0.05,0.48,0.22,0.0,0.05,0.05,0.11,0.05,0.7,0.32,0.05,0.43,0.22,0.16,0.48,33.3,0.32,1.08,0.05,1.02,0.48,1.18,0.65,0.05,35.8,0.86,2.96,15.5,17.8,5.65,35.8,2.58,0.97,37.5,1.13,43.8,19.9,92.1,44.7,1.72,1.08,0.75,2.15,1.56,26.4,5.48,0.05,0.0,0.0,1.67,2.2,0.38,0.38,0.32,0.05,0.0,0.0,3.06,1.29,1.51,46.2,0.5714285714285714,265.4535,Excelente
428,1687,1688,Terem Moffi,NGA,FW,Lorient,Ligue 1,23,1999,18,17,1386,15.4,12,2.14,1.17,54.5,0.33,0.61,13.6,0.0,0.06,0.13,10.0,13.5,74.0,133.5,34.5,5.78,7.6,76.1,3.51,4.29,81.8,0.19,0.32,60.0,0.0,0.58,0.91,0.32,0.0,1.3,13.5,13.2,0.13,0.0,0.13,0.06,0.19,0.0,0.0,0.0,0.0,0.0,10.0,0.13,0.39,1.69,1.23,0.0,0.39,0.0,0.06,0.0,0.26,0.13,0.0,0.13,0.0,0.0,0.0,0.52,0.32,0.06,0.26,0.19,0.19,0.32,60.0,0.13,0.71,0.19,0.52,0.19,0.71,0.65,0.0,23.6,0.65,2.08,12.5,9.87,4.09,23.5,2.47,1.3,52.6,0.84,34.2,17.4,116.8,52.7,1.88,1.49,0.71,2.66,0.84,17.1,3.96,0.06,0.0,0.0,1.1,1.1,0.26,0.19,0.32,0.0,0.0,0.0,2.27,0.84,3.05,21.7,0.6666666666666666,262.87149999999997,Excelente
527,2045,2046,Marcus Rashford,ENG,FW,Manchester Utd,Premier League,25,1997,22,20,1795,19.9,11,3.02,1.31,43.3,0.18,0.42,15.9,0.2,0.0,0.0,19.4,25.8,75.3,280.3,66.2,12.6,15.0,84.2,4.62,5.73,80.7,1.31,2.21,59.1,0.15,0.85,1.06,1.61,0.1,2.61,25.8,25.3,0.35,0.0,0.1,0.15,0.8,0.25,0.0,0.0,0.0,0.0,19.4,0.2,1.11,2.66,1.76,0.0,0.4,0.35,0.1,0.05,0.4,0.25,0.0,0.1,0.0,0.05,0.0,0.8,0.3,0.25,0.35,0.2,0.3,0.7,42.9,0.4,1.21,0.15,1.06,0.25,1.06,0.3,0.0,38.2,0.5,3.32,14.7,21.0,5.48,38.2,3.77,1.31,34.7,2.06,54.7,23.1,148.4,69.2,2.51,1.61,1.51,2.61,1.36,29.5,7.44,0.1,0.0,0.0,0.4,0.75,0.45,0.8,0.3,0.0,0.0,0.0,2.96,0.85,1.51,36.2,0.5,262.45950000000005,Excelente
17,72,73,Miguel Almir�n,PAR,FW,Newcastle Utd,Premier League,29,1994,22,22,1816,20.2,10,2.33,0.74,31.9,0.21,0.67,16.8,0.0,0.0,0.0,29.3,35.5,82.5,401.3,99.6,18.2,20.1,90.4,8.61,10.5,82.1,1.14,1.63,69.7,0.05,0.84,1.78,1.14,0.1,4.8,35.5,34.2,1.14,0.0,0.0,0.15,0.94,0.69,0.45,0.0,0.0,0.0,29.3,0.25,1.09,3.07,2.18,0.1,0.35,0.3,0.15,0.0,0.45,0.15,0.05,0.2,0.05,0.0,0.0,1.78,1.19,0.59,0.74,0.45,0.74,1.24,60.0,0.5,1.14,0.1,1.04,0.35,2.13,0.45,0.0,47.3,0.79,5.05,15.2,27.9,4.46,47.3,2.92,1.09,37.3,1.39,47.5,29.9,199.6,85.6,2.82,1.44,0.94,1.58,0.89,33.1,9.5,0.05,0.0,0.0,0.69,1.29,0.4,0.94,1.19,0.0,0.0,0.0,5.1,0.2,0.45,30.8,0.45454545454545453,255.7575,Excelente
463,1797,1798,Christopher Nkunku,FRA,FWMF,RB Leipzig,Bundesliga,25,1997,15,14,1282,14.2,12,2.89,1.2,41.5,0.24,0.59,15.8,0.28,0.14,0.21,24.9,30.9,80.6,383.6,98.0,14.4,16.5,86.8,6.55,7.61,86.1,2.61,3.87,67.3,0.0,1.9,1.83,1.41,0.14,3.73,30.9,28.7,1.97,0.7,0.28,0.35,0.99,0.21,0.35,0.14,0.14,0.0,24.9,0.21,0.92,4.23,3.03,0.21,0.35,0.42,0.21,0.0,0.35,0.14,0.0,0.0,0.07,0.14,0.0,0.21,0.14,0.0,0.07,0.14,0.07,0.28,25.0,0.21,0.42,0.14,0.28,0.42,0.63,0.56,0.0,41.6,0.77,3.38,18.2,20.5,5.28,41.4,2.96,1.2,40.5,1.27,42.9,28.7,141.1,55.6,1.97,1.27,0.99,2.11,1.76,32.2,7.32,0.07,0.0,0.0,0.7,1.69,0.56,0.99,0.14,0.14,0.0,0.0,3.1,0.85,0.85,50.0,0.8,254.40249999999997,Excelente
312,1221,1222,Joselu,ESP,FW,Espanyol,La Liga,32,1990,19,19,1710,19.0,11,2.42,1.0,41.3,0.17,0.42,16.2,0.11,0.16,0.16,14.7,24.3,60.5,212.6,48.6,8.74,12.5,69.7,3.84,6.95,55.3,1.05,1.89,55.6,0.11,0.63,1.37,0.32,0.0,2.32,24.3,23.2,1.0,0.0,0.05,0.21,0.47,0.05,0.0,0.0,0.0,0.0,14.7,0.11,0.79,2.11,1.16,0.0,0.11,0.26,0.58,0.0,0.32,0.16,0.0,0.0,0.05,0.11,0.0,0.16,0.05,0.05,0.0,0.11,0.05,0.42,12.5,0.37,0.89,0.21,0.68,0.21,0.37,1.58,0.0,35.1,1.53,3.42,15.4,16.3,4.26,34.9,0.79,0.37,46.7,0.42,53.3,15.4,52.4,15.3,0.58,0.53,0.26,2.68,1.84,26.7,4.16,0.05,0.0,0.0,0.63,2.53,0.37,0.47,0.05,0.11,0.0,0.0,2.37,5.84,3.47,62.7,0.5789473684210527,248.87050000000002,Excelente
165,669,670,Habib Diallo,SEN,FW,Strasbourg,Ligue 1,27,1995,22,17,1537,17.1,10,2.22,0.99,44.7,0.24,0.53,13.2,0.06,0.06,0.06,14.3,20.9,68.3,189.9,35.4,8.77,12.1,72.5,3.68,4.97,74.1,0.53,0.76,69.2,0.0,0.7,1.17,0.41,0.0,1.4,20.9,20.0,0.64,0.06,0.23,0.12,0.18,0.0,0.0,0.0,0.0,0.0,14.3,0.23,0.94,1.4,0.99,0.0,0.12,0.18,0.12,0.0,0.12,0.0,0.0,0.06,0.06,0.0,0.0,0.7,0.41,0.18,0.35,0.18,0.29,0.58,50.0,0.29,0.7,0.12,0.58,0.58,1.29,0.41,0.0,32.7,0.64,2.69,15.4,15.0,4.97,32.7,2.34,0.88,37.5,1.29,55.0,22.5,130.2,40.8,0.99,0.94,0.35,3.98,1.05,25.1,6.37,0.12,0.0,0.0,1.23,1.99,0.41,0.18,0.41,0.0,0.0,0.0,2.57,3.51,4.33,44.8,0.45454545454545453,243.15449999999998,Excelente
425,1680,1681,Aleksandar Mitrovi?,SRB,FW,Fulham,Premier League,28,1994,19,19,1633,18.1,11,4.2,1.33,31.6,0.11,0.33,15.1,0.0,0.17,0.33,13.2,21.9,60.4,204.5,44.3,7.62,11.3,67.3,3.92,6.19,63.4,1.33,2.1,63.2,0.06,0.83,1.16,0.39,0.06,1.93,21.9,21.5,0.33,0.0,0.22,0.28,0.17,0.17,0.0,0.0,0.0,0.0,13.2,0.0,0.99,2.93,1.33,0.0,0.5,0.72,0.33,0.06,0.5,0.11,0.0,0.06,0.22,0.11,0.0,0.66,0.33,0.33,0.22,0.11,0.22,0.44,50.0,0.22,0.83,0.22,0.61,0.17,0.83,0.88,0.06,36.6,1.22,3.65,17.7,15.5,6.57,36.2,2.15,1.1,51.3,0.99,46.2,20.8,88.2,33.0,1.05,0.61,0.5,3.09,2.54,29.1,4.53,0.28,0.0,0.0,1.6,1.71,0.66,0.17,0.33,0.11,0.0,0.0,2.76,4.64,4.64,50.0,0.5789473684210527,242.432,Excelente
36,134,135,Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,20,18,1662,18.5,9,2.27,1.03,45.2,0.19,0.42,19.1,0.22,0.05,0.11,29.0,37.5,77.2,445.1,102.5,16.4,19.6,83.7,8.65,11.3,76.6,2.49,3.41,73.0,0.16,2.81,2.54,1.24,0.11,4.43,37.5,35.0,2.27,0.7,0.32,0.32,1.3,0.27,0.49,0.11,0.11,0.0,29.0,0.22,0.59,4.32,3.41,0.16,0.11,0.22,0.38,0.05,0.27,0.27,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.0,0.0,0.11,0.05,0.49,11.1,0.43,0.43,0.05,0.38,0.27,0.38,0.65,0.0,45.4,0.76,2.81,21.0,22.1,4.22,45.2,1.78,0.54,30.3,0.86,48.5,30.9,157.7,79.7,2.92,2.27,0.97,1.68,1.68,36.7,7.68,0.22,0.0,0.0,0.59,2.16,0.49,1.3,0.05,0.0,0.0,0.0,3.35,0.97,1.41,40.9,0.45,230.00650000000002,Excelente
560,2189,2190,Alexis S�nchez,CHI,FW,Marseille,Ligue 1,34,1988,20,17,1468,16.3,9,2.39,1.1,46.2,0.21,0.44,14.6,0.18,0.06,0.12,26.3,34.7,75.9,423.2,98.6,12.9,16.4,78.4,8.71,11.1,78.5,2.7,3.62,74.6,0.06,1.84,2.45,2.58,0.12,4.85,34.7,32.3,2.02,0.31,0.43,0.55,1.29,0.0,0.31,0.18,0.0,0.0,26.3,0.31,0.74,3.87,3.01,0.06,0.12,0.31,0.31,0.06,0.31,0.18,0.0,0.0,0.06,0.06,0.0,0.8,0.67,0.18,0.43,0.18,0.06,0.31,20.0,0.25,0.37,0.0,0.37,0.12,0.92,0.18,0.0,45.1,0.31,2.64,19.0,23.9,5.28,45.0,2.21,0.98,44.4,0.98,44.4,33.8,167.3,46.0,1.23,0.61,0.55,3.44,1.96,35.1,8.04,0.12,0.0,0.0,1.53,1.47,0.8,1.29,0.67,0.0,0.0,0.0,3.07,1.53,2.21,41.0,0.45,229.66250000000002,Excelente
621,2431,2432,Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,25,1997,18,18,1612,17.9,10,3.41,1.73,50.8,0.16,0.32,13.0,0.0,0.0,0.0,12.9,17.7,73.1,168.5,31.1,7.71,9.66,79.8,3.74,4.92,76.1,0.28,0.56,50.0,0.17,0.84,0.45,0.67,0.0,1.84,17.7,16.1,1.51,0.0,0.06,0.0,0.28,0.0,0.0,0.0,0.0,0.0,12.9,0.06,0.73,2.46,1.34,0.0,0.5,0.34,0.11,0.17,0.45,0.17,0.0,0.11,0.11,0.06,0.0,0.67,0.28,0.11,0.28,0.28,0.34,0.45,75.0,0.11,0.5,0.11,0.39,0.28,0.95,0.67,0.0,30.6,1.23,2.57,13.4,15.1,5.92,30.6,3.07,1.34,43.6,1.06,34.5,19.3,122.1,67.2,2.74,1.4,1.62,3.35,1.56,22.8,5.59,0.11,0.0,0.0,1.34,1.51,0.78,0.28,0.28,0.0,0.0,0.0,2.57,1.28,2.12,37.7,0.5555555555555556,227.302,Excelente
