,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,GPJ,score,Desempenho
444,1252,1253,Daichi Kamada,JPN,MFFW,Eint Frankfurt,Bundesliga,26,1996,17,14,1199,13.3,7,1.43,0.53,36.8,0.26,0.71,16.8,0.3,0.15,0.15,42.9,52.9,81.1,698.0,211.4,22.0,24.7,89.1,16.3,19.1,85.4,3.23,5.94,54.4,0.3,1.28,4.81,0.83,0.15,5.71,52.9,49.2,3.38,1.58,0.23,0.45,2.56,0.15,1.65,0.9,0.53,0.0,42.9,0.23,1.13,3.46,2.78,0.23,0.15,0.08,0.23,0.0,0.98,0.75,0.08,0.0,0.08,0.08,0.0,2.03,1.28,0.3,1.58,0.15,1.35,1.95,69.2,0.6,1.05,0.15,0.9,0.9,2.93,0.53,0.08,63.1,0.9,9.77,39.2,14.9,2.56,62.9,1.58,0.53,33.3,0.9,57.1,37.1,181.6,83.0,1.95,1.28,0.45,1.13,0.98,42.5,4.06,0.15,0.0,0.0,1.88,1.28,0.38,2.56,1.28,0.0,0.0,0.0,6.54,0.6,1.35,30.8,0.4117647058823529,105.69000000000001,Bom
506,1435,1436,Jesper Lindstr�m,DEN,MFFW,Eint Frankfurt,Bundesliga,22,2000,18,16,1207,13.4,7,2.54,1.12,44.1,0.21,0.47,17.9,0.3,0.0,0.0,16.8,26.9,62.5,220.7,63.8,10.1,13.5,75.1,4.55,7.24,62.9,0.75,2.31,32.3,0.15,1.19,0.75,0.9,0.07,1.79,26.9,24.2,2.54,0.52,0.3,0.0,2.54,0.37,1.42,0.97,0.15,0.0,16.8,0.15,1.34,3.28,1.42,0.45,0.45,0.6,0.3,0.07,0.67,0.15,0.0,0.3,0.15,0.07,0.0,1.27,0.6,0.82,0.3,0.15,0.22,0.75,30.0,0.52,1.04,0.07,0.97,0.52,1.79,0.6,0.0,41.0,0.75,5.67,16.6,19.6,5.37,41.0,3.96,1.27,32.1,2.39,60.4,23.0,160.1,77.2,3.36,2.31,2.31,3.21,2.01,26.4,7.16,0.15,0.0,0.0,0.82,1.12,0.15,2.54,0.6,0.07,0.0,0.0,5.07,0.45,1.27,26.1,0.3888888888888889,105.15,Bom
315,887,888,Davide Frattesi,ITA,MF,Sassuolo,Serie A,23,1999,21,21,1726,19.2,5,1.98,0.94,47.4,0.13,0.28,14.2,0.0,0.0,0.0,25.2,32.1,78.6,433.9,119.0,12.0,14.4,83.0,9.22,11.1,82.7,3.02,4.53,66.7,0.0,1.04,2.4,0.89,0.05,4.38,32.1,31.3,0.83,0.63,0.21,0.73,0.47,0.21,0.0,0.0,0.0,0.0,25.2,0.0,0.68,3.18,2.55,0.0,0.21,0.21,0.16,0.05,0.21,0.21,0.0,0.0,0.0,0.0,0.0,2.19,0.99,0.73,1.15,0.31,0.73,1.25,58.3,0.52,0.83,0.1,0.73,0.31,2.5,1.25,0.0,44.4,1.98,8.96,22.3,13.8,2.97,44.4,2.5,1.25,50.0,0.83,33.3,24.8,144.4,72.7,2.34,1.82,0.73,1.67,1.46,29.8,2.86,0.16,0.0,0.0,1.41,1.93,0.0,0.47,0.99,0.0,0.0,0.0,5.21,0.83,0.63,57.1,0.23809523809523808,103.18999999999998,Bom
74,198,199,Nicol� Barella,ITA,MF,Inter,Serie A,26,1997,20,19,1609,17.9,5,0.95,0.45,47.1,0.29,0.63,19.8,0.06,0.0,0.0,42.2,52.3,80.7,654.9,200.8,23.1,25.9,89.2,15.4,18.2,84.7,2.4,4.97,48.3,0.28,1.51,4.3,1.68,0.39,5.75,52.3,50.7,1.28,0.61,0.22,0.61,2.68,0.39,0.17,0.0,0.06,0.0,42.2,0.34,0.84,3.74,3.18,0.11,0.17,0.0,0.28,0.0,0.5,0.45,0.0,0.06,0.0,0.0,0.0,1.34,0.73,0.61,0.61,0.11,0.67,1.28,52.2,0.61,1.01,0.22,0.78,0.39,1.73,0.34,0.0,61.5,1.23,10.1,31.4,21.0,2.23,61.5,2.01,1.01,50.0,0.5,25.0,41.2,231.8,113.2,2.57,2.51,0.39,1.68,1.4,46.4,5.59,0.22,0.0,0.0,1.17,1.79,0.28,2.68,0.73,0.0,0.0,0.0,5.92,0.78,0.39,66.7,0.25,103.11,Bom
386,1066,1067,Achraf Hakimi,MAR,DFMF,Paris S-G,Ligue 1,24,1998,21,16,1508,16.8,4,0.83,0.42,50.0,0.29,0.57,15.5,0.0,0.0,0.0,56.1,63.4,88.5,712.6,197.6,35.9,39.0,91.9,15.4,17.0,90.6,0.95,1.67,57.1,0.18,1.73,2.08,2.08,0.6,4.4,63.4,58.2,5.24,0.71,0.06,0.06,1.79,4.46,0.06,0.0,0.0,0.0,56.1,0.0,1.49,3.45,3.04,0.06,0.12,0.12,0.0,0.12,0.48,0.3,0.0,0.06,0.06,0.0,0.06,2.38,1.43,0.83,0.95,0.6,1.37,2.26,60.5,0.89,1.49,0.06,1.43,0.54,2.92,0.54,0.0,72.1,1.85,14.8,29.1,29.1,3.63,72.1,2.98,1.19,40.0,1.31,44.0,57.0,323.9,180.3,3.99,3.1,1.07,0.95,1.01,53.5,10.6,0.3,0.0,0.0,1.31,0.65,0.18,1.79,1.43,0.0,0.0,0.0,5.6,0.3,0.36,45.5,0.19047619047619047,102.80999999999999,Bom
869,2403,2404,Nuno Tavares,POR,DFMF,Marseille,Ligue 1,23,2000,19,15,1486,16.5,5,2.48,0.79,31.7,0.12,0.38,19.2,0.0,0.0,0.0,41.5,52.8,78.6,625.3,211.7,24.5,27.5,89.0,13.6,18.2,74.4,2.12,3.76,56.5,0.0,1.03,2.55,1.94,0.61,4.36,52.8,43.0,9.7,0.67,0.12,0.67,3.82,8.97,0.06,0.0,0.0,0.0,41.5,0.18,1.52,2.61,1.94,0.0,0.3,0.3,0.06,0.0,0.3,0.0,0.0,0.12,0.18,0.0,0.0,2.12,1.09,0.85,0.91,0.36,0.97,1.82,53.3,0.85,0.97,0.06,0.91,0.55,2.67,0.97,0.0,67.9,1.45,14.5,26.1,28.6,3.7,67.9,5.27,1.88,35.6,3.09,58.6,47.0,320.1,163.6,4.18,2.79,0.97,2.85,2.55,43.5,9.15,0.24,0.06,0.0,1.21,1.33,0.12,3.82,1.09,0.0,0.0,0.0,6.3,0.97,1.27,43.2,0.2631578947368421,101.85000000000001,Bom
594,1660,1661,Sergej Milinkovi?-Savi?,SRB,MF,Lazio,Serie A,27,1995,21,20,1746,19.4,4,1.7,0.46,27.3,0.12,0.44,19.5,0.15,0.0,0.0,44.6,60.3,74.0,705.2,202.4,24.8,30.2,82.1,14.2,18.2,78.0,4.02,7.32,54.9,0.41,1.55,4.64,1.6,0.15,5.52,60.3,58.8,1.29,0.77,0.57,0.67,1.08,0.46,0.05,0.0,0.05,0.0,44.6,0.21,1.39,2.73,2.37,0.05,0.05,0.15,0.1,0.0,0.57,0.52,0.0,0.0,0.05,0.0,0.0,2.06,1.13,0.88,0.77,0.41,0.98,1.96,50.0,0.98,1.39,0.36,1.03,1.13,3.2,1.55,0.0,75.8,2.47,13.9,42.7,19.9,1.96,75.8,2.22,0.93,41.9,1.08,48.8,45.3,188.9,73.0,1.6,1.13,0.36,3.4,2.01,60.3,3.66,0.36,0.0,0.0,1.19,2.58,0.05,1.08,1.13,0.0,0.0,0.0,5.88,2.89,1.7,62.9,0.19047619047619047,101.18999999999998,Bom
101,259,260,Rodrigo Bentancur,URU,MF,Tottenham,Premier League,25,1997,18,17,1500,16.7,5,0.9,0.54,60.0,0.33,0.56,15.8,0.0,0.0,0.0,44.1,52.6,83.8,685.4,189.5,22.0,24.7,89.1,18.0,20.1,89.6,2.34,4.19,55.7,0.12,0.66,3.23,0.54,0.24,4.49,52.6,50.9,1.5,0.66,0.18,0.18,0.96,0.24,0.06,0.0,0.0,0.0,44.1,0.18,1.2,2.04,1.62,0.0,0.06,0.12,0.06,0.18,0.3,0.12,0.0,0.0,0.06,0.0,0.12,2.69,1.68,0.9,1.26,0.54,0.9,1.5,60.0,0.6,1.68,0.9,0.78,1.2,3.89,1.32,0.0,64.0,3.11,17.6,36.5,10.5,1.14,64.0,1.98,1.26,63.6,0.66,33.3,34.6,179.4,86.3,1.56,0.84,0.06,1.32,1.02,43.7,1.14,0.48,0.0,0.0,1.44,0.48,0.0,0.96,1.68,0.0,0.0,0.0,7.66,0.9,0.96,48.4,0.2777777777777778,101.16,Bom
671,1885,1886,Jo�o Palhinha,POR,MF,Fulham,Premier League,27,1995,22,22,1955,21.7,3,1.29,0.32,25.0,0.11,0.43,16.4,0.0,0.0,0.0,28.1,34.9,80.4,488.8,121.8,13.8,16.2,84.9,10.9,12.8,85.2,2.81,4.15,67.8,0.0,0.14,3.46,0.09,0.0,3.04,34.9,33.8,0.97,0.69,0.0,0.97,0.09,0.0,0.0,0.0,0.0,0.0,28.1,0.09,0.51,0.88,0.55,0.0,0.0,0.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52,2.58,1.52,2.03,0.97,2.07,3.36,61.6,1.29,1.47,0.18,1.29,1.38,5.9,2.03,0.05,48.5,2.44,11.4,30.2,7.42,1.24,48.5,0.92,0.32,35.0,0.41,45.0,21.7,77.4,25.9,0.18,0.41,0.09,0.97,0.74,24.7,0.65,0.37,0.0,0.0,1.15,1.24,0.05,0.09,2.58,0.0,0.0,0.0,6.04,2.17,1.24,63.5,0.13636363636363635,100.68,Bom
47,121,122,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,28,1994,20,20,1728,19.2,4,1.04,0.36,35.0,0.1,0.29,32.2,0.26,0.1,0.16,38.3,51.6,74.2,879.0,288.4,9.9,11.5,86.4,19.3,22.9,84.5,8.33,15.3,54.6,0.1,1.56,3.33,0.73,0.1,4.79,51.6,40.9,10.1,6.15,0.21,1.09,5.78,0.26,3.28,2.34,0.89,0.0,38.3,0.52,0.26,3.33,1.61,1.51,0.05,0.1,0.05,0.0,0.36,0.21,0.1,0.0,0.05,0.0,0.0,1.82,0.89,0.63,0.89,0.31,0.73,1.61,45.2,0.89,1.25,0.47,0.78,0.73,2.55,2.08,0.0,60.7,3.75,14.8,34.1,12.6,0.42,60.6,0.57,0.26,45.5,0.21,36.4,29.6,134.8,62.2,0.57,0.63,0.05,0.63,0.73,32.1,0.73,0.21,0.0,0.0,1.04,2.24,0.0,5.78,0.89,0.0,0.0,0.0,7.55,0.99,1.04,48.7,0.2,100.33,Bom
105,283,284,Philip Billing,DEN,MFFW,Bournemouth,Premier League,26,1996,21,19,1555,17.3,4,1.16,0.58,50.0,0.2,0.4,19.6,0.17,0.0,0.0,23.3,31.2,74.8,343.2,89.2,12.8,15.7,81.9,7.23,9.13,79.1,1.56,2.95,52.9,0.06,0.75,1.39,0.29,0.12,2.2,31.2,30.3,0.75,0.46,0.06,0.29,1.21,0.12,0.12,0.12,0.0,0.0,23.3,0.06,1.21,1.68,1.27,0.0,0.23,0.12,0.06,0.0,0.23,0.17,0.0,0.0,0.06,0.0,0.0,2.2,1.21,0.87,0.92,0.4,0.58,1.16,50.0,0.58,1.62,0.29,1.33,1.04,3.24,1.73,0.0,43.1,2.31,10.6,19.5,13.7,2.25,43.1,1.39,0.69,50.0,0.58,41.7,22.8,118.8,54.9,1.33,1.1,0.23,1.56,1.5,27.8,3.47,0.12,0.0,0.0,1.04,1.27,0.17,1.21,1.21,0.0,0.0,0.0,4.86,1.85,1.16,61.5,0.19047619047619047,99.06000000000002,Bom
95,246,247,Jude Bellingham,ENG,MF,Dortmund,Bundesliga,19,2003,19,19,1690,18.8,4,2.07,0.74,35.9,0.1,0.29,16.8,0.11,0.0,0.0,44.1,54.6,80.9,774.4,254.6,19.6,22.9,85.6,17.1,19.9,86.1,5.32,7.66,69.4,0.21,1.06,5.8,1.49,0.11,9.04,54.6,52.8,1.49,0.96,0.32,0.9,1.01,0.48,0.0,0.0,0.0,0.0,44.1,0.27,0.9,3.88,2.82,0.0,0.32,0.32,0.37,0.05,0.53,0.43,0.0,0.05,0.0,0.05,0.0,2.93,1.54,1.06,1.28,0.59,1.33,1.65,80.6,0.32,2.02,0.16,1.86,1.28,4.2,1.06,0.0,71.2,1.6,12.0,39.0,21.3,3.51,71.2,4.95,2.45,49.5,1.44,29.0,45.0,261.0,128.3,3.03,1.97,0.9,2.55,2.13,52.5,4.41,0.27,0.0,0.0,1.17,2.77,0.05,1.01,1.54,0.0,0.0,0.0,7.71,1.38,1.06,56.5,0.21052631578947367,98.92,Bom
84,218,219,Christoph Baumgartner,AUT,MFFW,Hoffenheim,Bundesliga,23,1999,20,20,1600,17.8,5,2.53,0.73,28.9,0.11,0.38,15.8,0.0,0.0,0.0,23.6,34.4,68.6,360.9,109.6,12.4,15.9,78.1,7.98,10.8,73.6,1.74,3.2,54.4,0.17,0.9,2.36,1.12,0.11,3.76,34.4,31.4,2.7,0.39,0.11,0.39,1.12,1.57,0.06,0.0,0.0,0.0,23.6,0.28,1.63,3.6,2.42,0.0,0.45,0.22,0.45,0.06,0.45,0.28,0.0,0.06,0.06,0.06,0.0,1.24,0.62,0.39,0.67,0.17,0.28,1.63,17.2,1.35,2.19,0.28,1.91,0.73,1.97,0.62,0.06,48.8,1.4,7.53,24.3,17.9,4.21,48.8,3.6,1.46,40.6,1.69,46.9,27.7,174.2,88.9,2.47,1.85,1.07,2.13,1.18,32.4,5.39,0.22,0.0,0.0,2.25,1.69,0.17,1.12,0.62,0.11,0.0,0.0,5.06,1.85,2.3,44.6,0.25,98.75999999999999,Bom
531,1491,1492,Alexis Mac Allister,ARG,MF,Brighton,Premier League,24,1998,18,17,1547,17.2,5,2.03,0.76,37.1,0.06,0.15,24.7,0.35,0.17,0.17,51.1,57.8,88.4,839.1,202.4,25.1,27.4,91.3,21.5,22.8,94.1,3.37,4.65,72.5,0.0,1.05,4.88,0.7,0.06,4.59,57.8,56.2,1.57,0.99,0.17,0.35,0.87,0.17,0.41,0.29,0.12,0.0,51.1,0.06,1.34,2.5,1.8,0.35,0.12,0.12,0.06,0.06,0.23,0.23,0.0,0.0,0.0,0.0,0.0,2.79,1.63,0.81,1.69,0.29,1.4,2.79,50.0,1.4,0.81,0.06,0.76,1.16,3.95,0.29,0.06,67.9,1.86,14.0,37.9,16.5,0.93,67.7,1.4,0.87,62.5,0.29,20.8,39.0,163.9,78.5,1.22,1.4,0.06,0.93,1.1,47.8,1.34,0.35,0.0,0.0,1.1,1.4,0.0,0.87,1.63,0.0,0.0,0.06,7.97,0.7,0.29,70.6,0.2777777777777778,98.65,Bom
881,2434,2435,Youri Tielemans,BEL,MF,Leicester City,Premier League,25,1997,21,19,1647,18.3,3,1.2,0.38,31.8,0.09,0.29,27.6,0.05,0.05,0.11,53.9,65.5,82.3,893.1,302.0,26.0,28.9,89.8,21.1,24.4,86.4,5.03,8.14,61.7,0.05,1.31,6.78,1.42,0.38,7.49,65.5,61.6,3.66,1.75,0.38,0.33,1.8,0.71,0.82,0.33,0.38,0.0,53.9,0.22,1.69,3.28,2.62,0.16,0.05,0.33,0.05,0.05,0.16,0.11,0.0,0.0,0.05,0.0,0.0,2.51,1.48,1.04,1.04,0.44,1.09,2.24,48.8,1.15,1.69,0.33,1.37,1.04,3.55,0.82,0.0,75.7,1.97,17.2,43.4,15.9,0.55,75.6,1.04,0.66,63.2,0.22,21.1,37.5,157.9,84.0,1.37,0.98,0.05,1.48,0.55,52.9,2.51,0.16,0.0,0.0,1.15,0.71,0.0,1.8,1.48,0.0,0.0,0.0,8.03,0.93,0.44,68.0,0.14285714285714285,97.55999999999999,Bom
848,2341,2342,Stijn Spierings,NED,MF,Toulouse,Ligue 1,26,1996,22,22,1980,22.0,2,0.82,0.14,16.7,0.11,0.67,20.5,0.0,0.0,0.0,50.8,60.0,84.6,915.5,288.8,22.5,25.3,88.9,21.0,23.5,89.4,5.59,8.23,68.0,0.0,0.59,5.77,0.64,0.09,6.59,60.0,57.5,2.32,2.18,0.05,1.18,0.5,0.14,0.0,0.0,0.0,0.0,50.8,0.18,1.05,1.45,1.32,0.0,0.05,0.0,0.09,0.0,0.23,0.14,0.0,0.05,0.0,0.05,0.0,3.05,1.95,1.0,1.91,0.14,1.36,2.86,47.6,1.5,1.59,0.32,1.27,1.27,4.32,1.14,0.0,70.6,2.59,17.0,45.3,9.18,0.68,70.6,1.32,0.64,48.3,0.36,27.6,52.6,247.3,110.7,0.95,1.27,0.14,0.82,0.73,46.0,1.0,0.09,0.0,0.0,1.59,1.45,0.0,0.5,1.95,0.05,0.05,0.0,10.6,0.73,0.64,53.3,0.09090909090909091,97.47,Bom
314,885,886,Przemys?aw Frankowski,POL,DFMF,Lens,Ligue 1,27,1995,22,17,1579,17.5,2,1.09,0.17,15.8,0.05,0.33,21.6,0.06,0.06,0.06,47.4,63.9,74.1,787.9,288.5,24.2,27.3,88.9,17.7,24.2,73.1,4.23,9.77,43.3,0.11,2.34,3.09,1.83,0.86,5.03,63.9,48.1,15.7,2.69,0.06,0.23,10.3,8.0,5.03,2.06,2.0,0.0,47.4,0.11,1.14,4.34,2.23,1.83,0.06,0.06,0.06,0.11,0.46,0.23,0.23,0.0,0.0,0.0,0.0,2.8,1.77,1.31,1.2,0.29,1.43,2.57,55.6,1.14,1.09,0.17,0.91,1.49,4.29,1.49,0.0,74.1,2.51,11.8,27.7,35.3,2.17,74.1,0.86,0.11,13.3,0.63,73.3,46.4,232.5,88.6,1.66,1.71,0.34,1.14,0.29,43.0,9.71,0.06,0.0,0.0,1.26,0.51,0.29,10.3,1.77,0.0,0.0,0.0,4.63,0.4,0.63,38.9,0.09090909090909091,96.86,Bom
457,1293,1294,Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,28,1995,19,18,1599,17.8,3,1.18,0.51,42.9,0.14,0.33,25.6,0.17,0.0,0.0,75.3,89.3,84.3,1414.4,462.5,31.2,33.4,93.4,32.2,36.0,89.4,10.4,16.9,61.8,0.22,2.53,9.21,2.25,0.11,10.5,89.3,77.5,11.6,4.55,1.01,0.28,7.47,0.84,6.24,2.58,2.81,0.22,75.3,0.17,0.73,5.0,2.81,1.91,0.06,0.11,0.06,0.06,0.67,0.51,0.11,0.0,0.06,0.0,0.0,2.53,1.46,0.51,1.69,0.34,1.18,2.13,55.3,0.96,0.79,0.06,0.73,1.46,3.99,1.29,0.0,99.2,3.2,19.2,54.0,26.8,0.56,99.2,0.9,0.45,50.0,0.28,31.3,56.4,272.2,100.8,1.29,0.9,0.17,0.96,1.07,67.2,2.02,0.28,0.06,0.06,0.96,1.57,0.0,7.47,1.46,0.0,0.0,0.0,9.1,0.62,1.07,36.7,0.15789473684210525,96.58000000000001,Bom
441,1243,1244,Florian Kainz,AUT,MFFW,K�ln,Bundesliga,30,1992,18,17,1308,14.5,5,2.07,0.83,40.0,0.1,0.25,21.1,0.21,0.14,0.14,26.4,44.8,59.0,512.8,231.0,10.3,12.2,84.7,11.0,16.8,65.4,4.48,11.7,38.2,0.34,2.21,3.03,1.93,0.41,6.14,44.8,34.5,9.52,2.69,0.28,0.07,10.1,0.9,5.93,2.69,2.21,0.0,26.4,0.76,2.14,4.0,2.07,1.38,0.21,0.07,0.21,0.07,0.62,0.41,0.07,0.0,0.07,0.07,0.0,0.76,0.41,0.28,0.48,0.0,0.28,0.69,40.0,0.41,1.1,0.21,0.9,1.31,2.07,1.24,0.0,56.4,0.97,7.72,22.5,27.2,2.07,56.3,3.66,1.38,37.7,1.72,47.2,30.3,187.0,92.8,3.1,2.41,0.41,1.59,1.24,32.8,6.41,0.28,0.07,0.07,1.1,1.86,0.07,10.1,0.41,0.07,0.07,0.0,5.31,0.48,1.03,31.8,0.2777777777777778,95.72000000000001,Bom
128,333,334,Benjamin Bourigeaud,FRA,MFFW,Rennes,Ligue 1,29,1994,21,21,1699,18.9,3,1.69,0.37,21.9,0.06,0.29,19.4,0.21,0.05,0.05,43.3,58.9,73.6,790.2,274.4,17.9,21.7,82.4,18.8,24.3,77.6,5.34,10.1,52.9,0.26,3.02,4.87,3.49,0.69,8.15,58.9,52.3,6.24,1.27,0.26,0.48,7.14,1.27,3.7,1.48,1.64,0.0,43.3,0.37,1.38,5.24,3.23,1.48,0.11,0.32,0.05,0.05,0.58,0.53,0.0,0.0,0.05,0.0,0.0,0.9,0.74,0.32,0.48,0.11,0.58,1.59,36.7,1.01,1.27,0.0,1.27,0.85,1.75,0.85,0.0,67.4,1.16,6.35,31.3,30.2,2.7,67.3,1.16,0.42,36.4,0.63,54.5,50.9,238.5,87.6,1.27,2.43,0.11,1.06,0.53,47.9,9.31,0.21,0.05,0.05,0.95,0.53,0.11,7.14,0.74,0.0,0.0,0.0,5.24,0.21,1.06,16.7,0.14285714285714285,95.35,Bom
382,1059,1060,Janik Haberer,GER,MF,Union Berlin,Bundesliga,28,1994,18,18,1253,13.9,5,1.58,0.72,45.5,0.23,0.5,17.8,0.0,0.0,0.0,18.6,27.0,68.8,280.5,74.7,10.2,13.0,78.5,5.76,8.42,68.4,1.22,2.01,60.7,0.07,0.86,2.16,0.58,0.14,2.66,27.0,26.2,0.43,0.07,0.14,0.0,0.79,0.36,0.0,0.0,0.0,0.0,18.6,0.36,1.15,2.52,1.87,0.0,0.0,0.43,0.14,0.07,0.29,0.29,0.0,0.0,0.0,0.0,0.0,1.08,0.65,0.36,0.72,0.0,0.65,1.8,36.0,1.15,1.51,0.0,1.51,0.58,1.65,1.01,0.0,38.1,0.72,6.62,19.0,12.9,2.3,38.1,1.08,0.14,13.3,0.72,66.7,18.6,71.4,33.5,0.86,0.65,0.29,1.73,0.65,21.7,3.24,0.0,0.0,0.0,1.44,1.58,0.07,0.79,0.65,0.0,0.0,0.0,5.68,1.44,2.23,39.2,0.2777777777777778,95.31,Bom
933,2568,2569,Nikola Vla�i?,CRO,MFFW,Torino,Serie A,25,1997,22,20,1844,20.5,4,2.05,0.73,35.7,0.1,0.27,17.5,0.05,0.0,0.0,25.8,32.5,79.3,366.2,74.5,14.6,16.8,87.0,8.2,9.9,82.8,1.22,1.8,67.6,0.1,2.0,2.24,0.73,0.2,3.37,32.5,31.6,0.78,0.1,0.0,0.29,1.56,0.05,0.34,0.2,0.1,0.0,25.8,0.15,1.51,3.8,3.12,0.2,0.15,0.24,0.05,0.05,0.2,0.15,0.0,0.0,0.0,0.05,0.0,1.02,0.68,0.24,0.59,0.2,0.39,0.78,50.0,0.39,0.78,0.05,0.73,0.15,1.17,0.39,0.0,43.1,0.44,3.8,17.7,22.4,3.95,43.1,1.76,0.88,50.0,0.68,38.9,25.8,155.4,69.0,2.68,2.0,0.88,3.51,1.85,32.5,7.12,0.05,0.0,0.0,1.02,1.07,0.59,1.56,0.68,0.0,0.0,0.0,4.2,0.93,1.9,32.8,0.18181818181818182,95.27000000000001,Bom
914,2535,2536,Jordan Veretout,FRA,MF,Marseille,Ligue 1,29,1993,23,16,1513,16.8,3,0.95,0.42,43.8,0.19,0.43,18.4,0.0,0.0,0.0,58.9,69.0,85.3,1117.9,308.5,23.0,25.7,89.6,25.8,28.9,89.3,8.1,11.1,72.7,0.12,1.01,8.69,0.71,0.18,7.8,69.0,65.6,3.1,1.13,0.24,1.07,2.32,0.12,1.85,0.89,0.42,0.0,58.9,0.3,0.89,2.86,1.96,0.3,0.12,0.24,0.0,0.24,0.42,0.12,0.12,0.06,0.06,0.0,0.06,1.9,1.25,0.48,1.19,0.24,0.77,1.37,56.5,0.6,0.77,0.24,0.54,1.25,3.15,1.01,0.12,75.8,2.68,12.9,47.6,15.7,1.19,75.8,0.48,0.36,75.0,0.06,12.5,60.1,332.6,159.5,1.67,1.73,0.18,0.95,0.48,56.1,2.44,0.12,0.0,0.0,1.25,0.6,0.06,2.32,1.25,0.0,0.0,0.06,7.44,0.65,0.83,44.0,0.13043478260869565,94.36,Bom
802,2207,2208,Muhammed Saracevic Cham,AUT,MF,Clermont Foot,Ligue 1,22,2000,23,14,1228,13.6,4,2.13,0.74,34.5,0.1,0.3,20.1,0.15,0.07,0.07,36.1,46.0,78.4,589.0,157.3,17.5,20.4,85.6,12.6,15.1,83.9,3.6,6.25,57.6,0.15,1.47,3.09,1.47,0.07,4.63,46.0,40.8,4.78,1.99,0.74,0.07,3.31,0.51,2.06,1.32,0.51,0.07,36.1,0.44,1.32,3.09,2.13,0.59,0.0,0.29,0.07,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,1.69,0.74,0.81,0.22,0.66,0.66,1.84,36.0,1.18,0.74,0.0,0.74,0.37,2.06,0.37,0.0,57.1,0.74,6.99,27.6,23.3,2.65,57.1,2.43,1.1,45.5,1.03,42.4,43.7,255.9,114.2,2.87,2.65,0.44,1.84,2.94,42.1,5.29,0.15,0.0,0.0,1.03,1.84,0.0,3.31,0.74,0.0,0.07,0.0,4.49,0.22,0.22,50.0,0.17391304347826086,93.38999999999999,Bom
910,2524,2525,Gabriel Veiga,ESP,MF,Celta Vigo,La Liga,20,2002,19,12,1037,11.5,6,2.7,1.48,54.8,0.19,0.35,20.8,0.0,0.0,0.0,25.9,34.4,75.3,405.6,124.1,13.5,16.5,81.6,8.96,12.2,73.6,2.26,3.39,66.7,0.17,0.78,2.96,1.04,0.17,4.26,34.4,32.9,1.39,0.35,0.35,0.0,1.48,0.17,0.09,0.09,0.0,0.0,25.9,0.17,0.43,3.13,2.35,0.09,0.43,0.17,0.09,0.0,0.43,0.26,0.0,0.17,0.0,0.0,0.0,1.74,0.7,0.52,1.22,0.0,0.7,1.57,44.4,0.87,1.13,0.09,1.04,0.52,2.26,0.26,0.0,47.4,0.78,6.09,25.8,16.5,2.52,47.4,2.87,1.22,42.4,1.65,57.6,28.3,151.9,82.8,2.17,1.39,0.61,2.26,0.43,30.9,3.04,0.26,0.09,0.0,1.83,0.87,0.26,1.48,0.7,0.0,0.0,0.0,4.87,0.78,0.61,56.3,0.3157894736842105,93.0,Bom
