,_c0,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,GPJ,score,Desempenho
65,1254,1255,Bingourou Kamara,SEN,GK,Montpellier,Ligue 1,26,1996,5,4,408,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,29.1,66.4,527.6,421.8,3.56,3.78,94.1,9.56,9.78,97.7,6.22,15.3,40.6,0.0,0.0,0.44,0.0,0.0,0.0,29.1,19.3,9.56,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,31.8,26.7,31.8,0.0,0.0,0.0,31.8,0.0,0.0,0.0,0.0,0.0,19.1,92.4,54.2,0.0,0.0,0.0,0.0,0.0,12.7,0.0,0.22,0.0,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.22,0.0,0.89,0.22,0.0,100.0,0.0,45.45,Mediano
77,1459,1460,Diego L�pez,ESP,GK,Rayo Vallecano,La Liga,41,1981,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,75.9,462.0,309.0,7.0,8.0,87.5,11.0,11.0,100.0,4.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,23.0,29.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,14.0,92.0,64.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,45.0,Ruim
0,61,62,Do�an Alemdar,TUR,GK,Rennes,Ligue 1,20,2002,3,2,225,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,28.8,68.1,594.4,497.2,4.0,4.0,100.0,9.2,9.2,100.0,6.4,15.2,42.1,0.0,0.0,0.8,0.0,0.0,0.0,28.8,18.4,10.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,31.6,24.0,31.6,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,0.0,19.2,77.2,40.8,0.0,0.0,0.0,0.4,0.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.8,0.0,100.0,0.0,44.199999999999996,Ruim
73,1423,1424,Benjamin Leroy,FRA,GK,Ajaccio,Ligue 1,33,1989,20,20,1718,19.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,27.2,59.5,553.9,471.5,1.62,1.62,100.0,7.02,7.17,97.8,7.54,18.1,41.6,0.0,0.0,0.58,0.0,0.0,0.0,27.2,16.6,10.3,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.26,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.42,0.0,29.4,22.9,29.3,0.05,0.0,0.0,29.4,0.0,0.0,0.0,0.0,0.0,16.5,100.5,48.3,0.0,0.0,0.0,0.1,0.0,9.84,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.62,0.05,0.0,100.0,0.0,43.999999999999986,Ruim
44,843,844,�lvaro Fern�ndez,ESP,GK,Espanyol,La Liga,24,1998,10,10,900,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,31.6,64.9,822.7,690.3,1.6,1.6,100.0,6.9,7.0,98.6,12.0,22.8,52.6,0.0,0.1,1.5,0.0,0.0,0.0,31.6,17.5,13.9,4.5,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,20.5,0.2,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2,34.0,26.4,33.4,0.6,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,14.7,85.5,57.7,0.0,0.0,0.0,0.0,0.1,10.9,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.2,0.1,66.7,0.0,43.19999999999999,Ruim
14,299,300,Joaqu�n Bl�zquez,ARG,GK,Brest,Ligue 1,22,2001,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,72.4,728.0,535.0,6.0,6.0,100.0,7.0,8.0,87.5,8.0,14.0,57.1,0.0,0.0,1.0,0.0,0.0,0.0,29.0,13.0,16.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,26.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,15.0,104.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,Ruim
109,1877,1878,Fernando Pacheco,ESP,GK,Almer�a,La Liga,30,1992,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,31.0,64.5,617.0,423.0,2.0,2.0,100.0,10.0,11.0,90.9,8.0,17.0,47.1,0.0,0.0,1.0,0.0,0.0,0.0,31.0,22.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,30.0,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,20.0,109.0,89.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,Ruim
105,1837,1838,Robin Olsen,SWE,GK,Aston Villa,Premier League,33,1990,3,2,236,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,42.7,58.6,675.0,483.1,5.38,5.77,93.3,10.8,10.8,100.0,8.85,26.2,33.8,0.0,0.0,0.77,0.0,0.0,0.0,42.7,30.4,12.3,3.08,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.38,0.0,46.2,38.8,45.4,0.77,0.0,0.0,46.2,0.0,0.0,0.0,0.0,0.0,27.3,140.4,71.5,0.0,0.0,0.0,0.38,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,41.41,Ruim
163,2681,2682,Petar Zovko,BIH,GK,Spezia,Serie A,20,2002,1,0,74,0.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,45.0,61.1,853.8,572.5,5.0,5.0,100.0,11.3,11.3,100.0,11.3,28.8,39.1,0.0,0.0,1.25,0.0,0.0,0.0,45.0,26.3,18.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,1.25,0.0,0.0,1.25,1.25,100.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,47.5,36.3,45.0,2.5,0.0,0.0,47.5,0.0,0.0,0.0,0.0,0.0,22.5,96.3,55.0,0.0,0.0,0.0,0.0,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,41.14999999999998,Ruim
99,1774,1775,Neto,BRA,GK,Bournemouth,Premier League,33,1989,12,12,1035,11.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,30.1,62.7,623.3,528.1,3.74,3.83,97.7,5.91,6.17,95.8,9.13,19.9,45.9,0.0,0.0,0.7,0.0,0.0,0.0,30.1,18.7,11.3,3.22,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,100.0,0.0,0.0,0.0,0.0,0.0,0.09,0.17,0.17,32.3,27.5,32.2,0.09,0.0,0.0,32.3,0.0,0.0,0.0,0.0,0.0,16.9,102.2,70.5,0.0,0.0,0.0,0.09,0.0,9.74,0.0,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.17,0.17,50.0,0.0,41.02999999999999,Ruim
42,819,820,Wladimiro Falcone,ITA,GK,Lecce,Serie A,27,1995,22,22,1980,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,31.9,52.4,541.9,420.1,2.45,2.45,100.0,6.68,6.95,96.1,7.45,22.2,33.6,0.0,0.05,0.32,0.05,0.0,0.0,31.9,20.9,10.8,3.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.18,0.0,0.09,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.09,0.09,100.0,0.0,0.0,0.0,0.0,0.05,0.14,0.68,0.05,35.2,29.5,35.1,0.09,0.0,0.0,35.2,0.0,0.0,0.0,0.0,0.0,17.6,110.0,59.1,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.05,0.0,0.0,0.05,0.09,0.0,0.0,0.0,0.0,0.05,0.0,1.05,0.45,0.0,100.0,0.0,40.19000000000004,Ruim
148,2321,2322,David Soria,ESP,GK,Getafe,La Liga,29,1993,20,20,1800,20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,29.1,57.5,711.2,607.7,1.25,1.3,96.2,4.2,4.4,95.5,11.3,23.2,48.5,0.0,0.1,0.8,0.05,0.0,0.0,29.1,16.2,12.7,4.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.15,0.0,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.15,31.3,26.7,31.1,0.2,0.0,0.0,31.3,0.0,0.0,0.0,0.0,0.0,14.0,82.5,53.4,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15,0.0,100.0,0.0,39.900000000000006,Ruim
61,1110,1111,Sergio Herrera,ESP,GK,Osasuna,La Liga,29,1993,10,10,900,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,35.8,61.2,815.4,693.4,1.4,1.4,100.0,8.9,8.9,100.0,11.6,25.3,45.8,0.0,0.1,2.3,0.0,0.0,0.0,35.8,23.8,11.9,3.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,21.9,0.1,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.5,0.0,37.7,29.3,37.3,0.4,0.0,0.0,37.7,0.0,0.0,0.0,0.0,0.0,20.0,122.5,74.5,0.0,0.0,0.0,0.1,0.0,15.2,0.0,0.3,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.8,0.2,0.1,66.7,0.0,39.50000000000003,Ruim
69,1402,1403,Benjamin Lecomte,FRA,GK,Espanyol,La Liga,31,1991,10,10,899,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,27.5,65.1,630.2,523.4,2.1,2.1,100.0,6.6,6.7,98.5,9.2,18.4,50.0,0.0,0.1,0.5,0.0,0.0,0.0,27.5,14.9,12.3,4.3,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.3,0.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,29.8,22.8,29.0,0.8,0.0,0.0,29.8,0.0,0.0,0.0,0.0,0.0,12.4,74.6,50.6,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,0.0,0.0,0.0,0.0,38.09999999999998,Ruim
158,2557,2558,Iv�n Villar,ESP,GK,Celta Vigo,La Liga,25,1997,1,1,90,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,33.0,57.6,543.0,422.0,5.0,5.0,100.0,7.0,7.0,100.0,7.0,20.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,21.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,35.0,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,20.0,83.0,40.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,Ruim
160,2666,2667,Robin Zentner,GER,GK,Mainz 05,Bundesliga,28,1994,15,15,1350,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,31.9,55.1,594.5,469.8,2.0,2.0,100.0,7.33,7.67,95.7,8.27,22.1,37.3,0.0,0.07,0.8,0.07,0.0,0.27,31.9,22.2,9.6,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.13,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.6,0.0,34.7,26.9,33.8,0.6,0.33,0.27,34.7,0.0,0.0,0.0,0.0,0.0,18.7,111.3,61.6,0.0,0.0,0.0,0.07,0.0,11.6,0.07,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.67,0.0,100.0,0.0,35.90000000000002,Ruim
71,1404,1405,Jerem�as Ledesma,ARG,GK,C�diz,La Liga,29,1993,21,21,1890,21.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,33.4,50.9,644.6,541.8,1.76,1.81,97.4,6.48,6.62,97.8,8.76,24.8,35.3,0.0,0.05,1.1,0.05,0.0,0.0,33.4,20.3,13.0,4.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.14,0.0,0.33,0.24,0.05,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.1,0.05,0.1,0.0,0.0,0.1,0.14,66.7,0.05,0.05,0.0,0.05,0.1,0.19,0.62,0.05,36.3,30.7,36.2,0.1,0.0,0.0,36.3,0.1,0.1,100.0,0.0,0.0,18.0,117.5,81.7,0.0,0.05,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.05,0.14,0.0,0.0,0.05,0.0,0.05,0.0,1.0,0.19,0.0,100.0,0.0,33.870000000000005,Ruim
104,1821,1822,Guillermo Ochoa,MEX,GK,Salernitana,Serie A,37,1985,6,6,540,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,36.2,53.9,713.2,573.2,2.0,2.0,100.0,6.83,7.17,95.3,10.7,26.7,40.0,0.0,0.0,0.67,0.0,0.0,0.0,36.2,22.5,13.3,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,34.3,40.3,0.17,0.0,0.0,40.5,0.0,0.0,0.0,0.0,0.0,16.2,104.0,79.2,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,33.38999999999996,Ruim
98,1765,1766,Keylor Navas,CRC,GK,Nott'ham Forest,Premier League,36,1986,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,40.0,57.5,714.5,561.5,3.0,3.0,100.0,10.5,10.5,100.0,9.5,26.0,36.5,0.0,0.0,0.5,0.0,0.0,0.0,40.0,22.0,17.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,42.0,37.5,42.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,19.5,116.5,59.5,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,32.0,Ruim
162,2676,2677,Jeroen Zoet,NED,GK,Spezia,Serie A,32,1991,3,2,154,1.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,38.2,52.3,676.5,586.5,4.71,4.71,100.0,6.47,7.06,91.7,8.82,26.5,33.3,0.0,0.0,1.76,0.0,0.0,0.0,38.2,31.8,6.47,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.59,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.59,0.59,0.0,0.0,0.59,0.59,100.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,40.0,34.7,39.4,0.59,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,27.6,178.8,94.1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.18,0.0,0.0,0.0,0.0,27.329999999999984,Ruim
16,345,346,Claudio Bravo,CHI,GK,Betis,La Liga,39,1983,3,3,270,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,33.0,55.6,581.3,460.0,4.67,4.67,100.0,5.67,6.0,94.4,7.67,21.7,35.4,0.0,0.0,0.67,0.0,0.0,0.33,33.0,19.7,13.0,4.33,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,18.3,0.33,0.0,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.0,34.7,27.3,34.3,0.33,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0,15.3,92.0,58.7,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.770000000000024,Ruim
145,2315,2316,Fran�ois-Joseph Sollacaro,FRA,GK,Ajaccio,Ligue 1,28,1994,3,3,270,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,21.0,55.6,330.0,258.7,2.67,2.67,100.0,3.67,4.33,84.6,4.67,13.3,35.0,0.0,0.0,0.33,0.0,0.0,0.0,21.0,13.7,7.33,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,21.3,16.7,21.3,0.0,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,13.7,81.0,39.3,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,16.229999999999997,Pessimo
54,1005,1006,Ivo Grbi?,CRO,GK,Atl�tico Madrid,La Liga,27,1996,4,2,208,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,37.8,47.1,578.3,442.6,2.61,3.04,85.7,7.39,7.39,100.0,7.83,27.4,28.6,0.0,0.0,0.0,0.0,0.0,0.0,37.8,22.2,15.7,5.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,41.7,35.2,41.7,0.0,0.0,0.0,41.7,0.0,0.0,0.0,0.0,0.0,19.6,117.0,85.2,0.0,0.0,0.0,0.0,0.0,13.9,0.0,0.43,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,100.0,0.0,10.000000000000043,Pessimo
129,2095,2096,Marek Rod�k,SVK,GK,Fulham,Premier League,26,1996,2,2,180,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,30.5,47.5,585.0,518.5,1.5,1.5,100.0,4.0,4.5,88.9,8.5,24.0,35.4,0.0,0.0,0.0,0.0,0.0,0.0,30.5,19.0,11.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,32.5,29.0,32.5,0.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,0.0,18.0,103.0,47.0,0.0,0.0,0.0,0.5,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.5,0.0,100.0,0.0,7.5,Pessimo
23,474,475,Leonardo C�sar Jardim,BRA,GK,Lille,Ligue 1,27,1995,6,6,540,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98,Pessimo
